clave_sitio,clave_de_monitoreo,nombre_del_sitio,tipo_cuerpo_de_agua,fecha_realización,año,alc_fen,alc_tot,co3,hco3,clorof_a,coli_fec,coli_tot,e_coli,cot,cot_sol,dbo_sol,dbo_tot,dqo_sol,dqo_tot,n_nh3,n_no2,n_no3,n_org,n_tot,n_totk,tox_d_48_ut,tox_d_48_sup_ut,tox_d_48_fon_ut,tox_fis_sup_15_ut,tox_fis_sup_30_ut,tox_fis_sup_5_ut,tox_fis_fon_15_ut,tox_fis_fon_30_ut,tox_fis_fon_5_ut,tox_v_15_ut,tox_v_30_ut,tox_v_5_ut,p_tot,po4_tot,orto_po4,color_ver,transparencia,abs_uv,sdt,conduc_campo,conduc_campo_sup,conduc_campo_med,conduc_campo_fon,ph_campo,ph_campo_sup,ph_campo_med,ph_campo_fon,od__,od_mg_l,od___sup,od_mg_l_sup,od___med,od_mg_l_med,cloruros_tot,fe_tot,mn_tot,saam,so4_tot,sst,triclorofluorometano,turbiedad,as_tot,cd_tot,cr_tot,hg_tot,ni_tot,pb_tot,cn_tot,pot_redox_campo_fon,pot_redox_campo_med,pot_redox_campo_sup,ca_tot,dur_tot,temp_amb,temp_agua,temp_agua_sup,temp_agua_med,temp_agua_fon,temp_agua_0_5,temp_agua_1,temp_agua_2,profundidad,caudal,nombre_del_sitio_sitio,estado,latitud,longitud,clasificacion_cdmx,temp_amb_raw,temp_agua_raw,fecha_realizacion
OCAVM2767,OCAVM2767-150221,CUARTO DINAMO,LÓTICO,44242,2021.0,,,,,,80,1100,,,,,2.2,,<10,,<0.021,,,,,,,,,,,,,,,,,,,,,,,50,78,,,,7.8,,,,,2,,,,,12.04,0.1,<0.0015,<0.05,<15,<10,,,,,,,,,,,,,8.84,44.18,20.0,16.4,,,,,,,,,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,20.0,16.4,
OCAVM2767,OCAVM2767-170521,CUARTO DINAMO,LÓTICO,44333,2021.0,,,,,,40,210,,,,,2.4,,<10,,<0.021,,,,,,,,,,,,,,,,,,,,,,,38,78,,,,7.64,,,,,2,,,,,10.03,<0.025,<0.0015,<0.05,<15,16,,,,,,,,,,,,,9.64,50.2,24.0,14.9,,,,,,,,,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,24.0,14.9,
OCAVM2767,OCAVM2767-111223,CUARTO DINAMO,LÓTICO,45271,2023.0,,,,,,18,631,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,7.6,,,,,7.88,,,,,,,,,,,,6,<0.002,<0.001,<0.002,0.0006,<0.002,<0.002,,,,,,,26.27976982331438,8.0,,,,,,,,,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,,8.0,
SITIO NUEVO 1,SITIO NUEVO 1-240822,RÍO ESLAVA 2,LÓTICO,44797,2022.0,,,,,,960600000,3784000000,38770000,119.16,63.71,171,311,102.03,570.17,54.8,,,7,,61.8,,,,,,,,,,,,,7.92,,5.79,100,,,428.5,929,,,,7.9,,,,,<1,,,,,,,,4.1693,,79,,227,<0.002,<0.001,<0.002,<0.0001,<0.002,0.0136,<0.003,,,,,119.7,25.408103756044614,18.0,,,,,,,,,RÍO ESLAVA 2,CIUDAD DE MÉXICO,19.30249,-99.237068,cdmx_local,,18.0,
SITIO NUEVO 1,SITIO NUEVO 1-111223,RÍO ESLAVA 2,LÓTICO,45271,2023.0,,,,,,155310000,360900000,51720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420,,,,7.1,,,,,0.5,,,,,,,,,,,,398,<0.002,<0.001,0.01,0.001,<0.002,<0.05,,,,,,,26.234455230174813,15.0,,,,,,,,,RÍO ESLAVA 2,CIUDAD DE MÉXICO,19.30249,-99.237068,cdmx_local,,15.0,
SITIO NUEVO 3,SITIO NUEVO 3-280622,SEGUNDO DINAMO,LÓTICO,44740,2022.0,,,,,,914,6867,373,<3.28,<3.28,<2,2.1,<10,<10,<0.006,,,1.2,,1.2,,,,,,,,,,,,,<0.08,,<0.08,20,,,86,82.3,,,,7.33,,,,,,,,,,,,,<0.02,,15,,7,<0.002,<0.001,<0.002,<0.0001,<0.002,<0.002,<0.003,,,,,32.7981,25.32069003384602,13.0,,,,,,,,,SEGUNDO DINAMO,CIUDAD DE MÉXICO,19.28502,-99.27319,cdmx_local,,13.0,
SITIO NUEVO 3,SITIO NUEVO 3-240822,SEGUNDO DINAMO,LÓTICO,44797,2022.0,,,,,,79,2878,12,<3.28,<3.28,4.8,5.8,<10,<10,<0.006,,,0.6,,0.6,,,,,,,,,,,,,<0.08,,<0.08,2.5,,,86.2,82.5,,,,7.4,,,,,7.23,,,,,,,,0.1253,,5,,31,<0.002,<0.001,<0.002,<0.0001,<0.002,0.0128,<0.003,,,,,30.9,25.32069003384602,13.0,,,,,,,,,SEGUNDO DINAMO,CIUDAD DE MÉXICO,19.28502,-99.27319,cdmx_local,,13.0,
SITIO NUEVO 4,SITIO NUEVO 4-111223,LA CAÑADA,LÓTICO,45271,2023.0,,,,,,980,1750,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,6.2,,,,,8.1,,,,,,,,,,,,42,<0.002,<0.001,<0.002,0.0005,<0.002,<0.002,,,,,,,26.24599611582291,10.0,,,,,,,,,LA CAÑADA,CIUDAD DE MÉXICO,19.29976,-99.25107,cdmx_local,,10.0,
OCAVM2686,OCAVM2686-260224,POZO RN-11 AV. LEANDRO VALLE S/N. COL. DEL MAR,SUBTERRÁNEO,45348,2024.0,0.47,243.18,,242.71,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,<0.15,,,,,515,,,,7.46,,,,,,,,,,48.93,0.17,<0.024,<0.07,6.96,,,,,,,,,,,,,,,182.18,24.9,24.7,,,,,,,,,POZO RN-11 AV. LEANDRO VALLE S/N. COL. DEL MAR,CIUDAD DE MÉXICO,19.28548,-99.06975,cdmx_local,24.9,24.7,
OCAVM2690,OCAVM2690-260224,POZO RN-18E CAMINO DE OPERACION SUR-RAMAL NETZAHUALCOYOTL,SUBTERRÁNEO,45348,2024.0,0.71,263.1,,262.39,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,<0.15,,,,,526,,,,6.86,,,,,,,,,,56.61,<0.02,0.237,<0.07,7.84,,,,,,,,,,,,,,,142.57,27.9,26.7,,,,,,,,,POZO RN-18E CAMINO DE OPERACION SUR-RAMAL NETZAHUALCOYOTL,CIUDAD DE MÉXICO,19.27505,-99.0458,cdmx_local,27.9,26.7,
OCAVM2767,OCAVM2767-080224,CUARTO DINAMO RIO MAGDALENA,LÓTICO,45330,2024.0,0.34,61.56,,61.223,,500,500,,,,,2.4,,3.82,,0.003,,,,,,,,,,,,,,,,,,,0.087,,,,,81,,,,7.77,,,,,,,,,,11.513,<0.02,<0.024,0.06,7.06,,,,,,,,,,,,,,,271.3,25.0,15.5,,,,,,,,,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,25.0,15.5,
OCAVM2767,OCAVM2767-090524,CUARTO DINAMO RIO MAGDALENA,LÓTICO,45421,2024.0,0.24,57.09,,56.85,,9,16,,,,,2.4,,3.9,,<0.004,,,,,,,,,,,,,,,,,,,0.01,,,,74,83,,,,8.39,,,,,,,,,,14.391,0.014,<0.024,0.05,6.373,6,,,,,,,,,,,,,,158.42,29.8,23.0,,,,,,,,,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,29.8,23.0,
OCAVM2691,OCAVM2691-080524,LAGO LOS REYES LAGUNA TLAHUAC,LÉNTICO,45420,2024.0,,488.697,415.44,73.257,,<1,<1,,,,,30.3,,48.3,,0.009,,,,,,,,,,,,,,,,,,,0.058,,,,824,1200,,,,10.13,,,,,,,,,,149.67,0.589,0.547,7.09,20.455,198,,,,,,,,,,,,,,213.86,29.0,27.0,,,,,,,,,LAGO LOS REYES,CIUDAD DE MÉXICO,19.266313,-99.006995,cdmx_local,29.0,27.0,
