id_colonia,cve_alcaldia,nom_alcaldia,nom_colonia,centroide_lat,centroide_lon,pob_colonia,pob_menores_estim,pobreza_pct_promedio,pct_aguadv,pct_drenaje,pct_excede_nom_local,antiguedad_red_proxy,antiguedad_red_anos_estim,n_fugas_total,fugas_por_10k_hab_total,lag_promedio_dias,dist_planta_km,planta_cercana_id,tasa_morbilidad_estimada_por_100k,casos_morbilidad_estimados,factor_riesgo_morbilidad,IVH,estres_score,riesgo_infantil,score_priorizacion,rank,d_urgencia,d_magnitud,d_remediabilidad,d_equidad,d_retorno,causa_raiz,intervencion,flag_top_100,flag_top_200,flag_critico_ivh,flag_estres_alto,flag_red_40plus,flag_pob_infantil_alta
10-050,010,ALVARO OBREGON,CRISTO REY,19.388721,-99.201501,890,160.0,37.67,99.54,99.6,0.0,0.7997,45.0,400,4494.38,4.82,9.99,PLANTA_006,3974.97,35.4,0.794679736422145,0.4722,0.4441611468346852,0.009809749243154767,0.0849,1596,0.003337364404775847,0.014660002356799344,0.07503167345723281,0.6475189986589184,0.0034522517866173545,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,1,0
10-056,010,ALVARO OBREGON,EL BOSQUE,19.392838,-99.197227,792,142.0,37.67,99.54,99.6,0.0,0.7997,45.0,90,1136.36,1.09,9.54,PLANTA_006,3974.97,31.5,0.794679736422145,0.4394,0.3473792171902727,0.007948372397403605,0.0849,1597,0.002923524645914214,0.012062273921347963,0.07898371390838582,0.6475189986589184,0.003039533738904156,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,1,0
03-074,003,COYOACAN,LOS GIRASOLES II,19.305465,-99.123464,1224,182.0,27.5,99.76,99.72,59.5,0.7375,42.0,14,114.38,0.0,5.52,PLANTA_044,2737.72,33.5,0.5473264263642893,0.5103,0.1421600414449823,0.012285307610685171,0.0849,1598,0.002533581407056147,0.02200699498275558,0.18067689593809635,0.42020563254358523,0.003429372177466219,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
03-058,003,COYOACAN,INFONAVIT CULHUACAN ZONA 3 (U HAB),19.327769,-99.118597,1739,258.0,27.5,99.76,99.72,15.8,0.7375,42.0,59,339.28,2.45,6.04,PLANTA_030,2737.72,47.6,0.5473264263642893,0.4667,0.19633346920314912,0.01587260944645714,0.0848,1599,0.003737032575407817,0.028729657972730905,0.1691521792099238,0.42020563254358523,0.004996505255371658,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
14-045,014,BENITO JUAREZ,STA CRUZ ATOYAC,19.368159,-99.160762,10106,1193.0,8.7,99.83,99.83,0.0,0.5,30.0,1149,1136.95,0.6,6.32,PLANTA_006,1295.16,130.9,0.2589288055129821,0.1677,0.0,0.018356825232125024,0.0848,1600,0.008580246873221007,0.06048291635424598,0.324696577022922,0.0,0.017710150210354325,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,0,0
10-036,010,ALVARO OBREGON,CAÑADA DEL OLIVAR (U HAB),19.369317,-99.20956,915,164.0,37.67,99.54,99.6,100.0,0.7997,45.0,19,207.65,,11.13,PLANTA_006,3974.97,36.4,0.794679736422145,0.649,0.2200608018305801,0.014499961424972691,0.0848,1601,0.0034293287956339885,0.020900638185251848,0.06633218875541473,0.6475189986589184,0.003558076927056637,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
08-018,008,LA MAGDALENA CONTRERAS,INFONAVIT (U HAB),19.336598,-99.208406,231,44.0,42.17,98.68,99.51,100.0,0.8272,46.0,34,1471.86,0.0,12.38,PLANTA_006,5602.89,12.9,1.1201350691480034,0.7436,0.4296556731483977,0.003976278674303298,0.0847,1602,0.0010941097144166597,0.005726139398439767,0.03984674633834312,0.7481001341081807,0.0010428999087024428,ambas,Intervención dual: red + planta (proyecto integral),0,0,1,0,1,0
10-210,010,ALVARO OBREGON,TEPEACA,19.358672,-99.236525,1295,232.0,37.67,99.54,99.6,100.0,0.7997,45.0,97,749.03,4.9,14.17,PLANTA_006,3974.97,51.5,0.794679736422145,0.6795,0.29884507824801465,0.021876353220743237,0.0847,1603,0.004992723440222383,0.03118745684006936,0.0495258012585163,0.6475189986589184,0.005156036547689794,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
10-259,010,ALVARO OBREGON,RESIDENCIAL LOS PINOS (U HAB),19.39032,-99.189999,574,103.0,37.67,99.54,99.6,0.0,0.7997,45.0,2,34.84,,8.78,PLANTA_006,3974.97,22.8,0.794679736422145,0.357,0.11154972430087529,0.004388640125663542,0.0847,1604,0.0020268718350473407,0.006917856108742503,0.08648405988980153,0.6475189986589184,0.002118855017082403,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-211,010,ALVARO OBREGON,TEPEACA (AMPL),19.360894,-99.234475,1280,229.0,37.67,99.54,99.6,100.0,0.7997,45.0,44,343.75,,13.89,PLANTA_006,3974.97,50.9,0.794679736422145,0.661,0.2467930239756235,0.020928653450420387,0.0846,1605,0.004923750147078778,0.029969634564656965,0.05078682982092275,0.6475189986589184,0.005092541463426224,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
10-241,010,ALVARO OBREGON,19 DE MAYO,19.361901,-99.253319,1479,265.0,37.67,99.54,99.6,100.0,0.7997,45.0,12,81.14,,15.3,PLANTA_000,3974.97,58.8,0.794679736422145,0.6268,0.15105475812785582,0.022913087029254885,0.0846,1606,0.005751429664802045,0.03288029901266099,0.044876877445527166,0.6475189986589184,0.005928560072896551,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
14-064,014,BENITO JUAREZ,NARVARTE V,19.386051,-99.15716,9225,1089.0,8.7,99.83,99.83,0.0,0.5,30.0,254,275.34,,5.38,PLANTA_006,1295.16,119.5,0.2589288055129821,0.134,0.0,0.010922786532188105,0.0844,1607,0.007801165870833676,0.04399387059595414,0.3451724894995129,0.0,0.01614218355102447,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
10-136,010,ALVARO OBREGON,LOMAS DE NUEVO MEXICO,19.382003,-99.2347,1469,263.0,37.67,99.54,99.6,0.0,0.7997,45.0,51,347.17,0.64,12.41,PLANTA_000,3974.97,58.4,0.794679736422145,0.4112,0.2513346031732762,0.013919339378298345,0.0843,1608,0.005705447469372973,0.02126800004061265,0.05832707400749057,0.6475189986589184,0.005886230016720838,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-065,010,ALVARO OBREGON,EL PIRUL,19.380277,-99.240309,1574,282.0,37.67,99.54,99.6,0.0,0.7997,45.0,42,266.84,0.2,12.85,PLANTA_000,3974.97,62.6,0.794679736422145,0.405,0.23227429986666995,0.014680074057663198,0.0843,1609,0.006142278325949144,0.022469452857555926,0.05591705040456749,0.6475189986589184,0.006330695606565823,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-027,010,ALVARO OBREGON,BATALLON DE SAN PATRICIO (U HAB),19.371555,-99.206524,1077,193.0,37.67,99.54,99.6,0.0,0.7997,45.0,39,362.12,,10.77,PLANTA_006,3974.97,42.8,0.794679736422145,0.4122,0.2597093621244538,0.01014297997596688,0.0843,1610,0.004096070629355509,0.015511422725326946,0.06889733663914178,0.6475189986589184,0.004235357825868041,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-188,010,ALVARO OBREGON,REACOMODO PINO SUAREZ,19.395843,-99.204477,836,150.0,37.67,99.54,99.6,0.0,0.7997,45.0,28,334.93,0.12,9.89,PLANTA_000,3974.97,33.2,0.794679736422145,0.4104,0.257815070719553,0.0077569827587996975,0.0843,1611,0.0031074534276304953,0.011885729689266333,0.07588167868843684,0.6475189986589184,0.0032194364776509353,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-066,010,ALVARO OBREGON,EL POCITO,19.382572,-99.210758,1096,196.0,37.67,99.54,99.6,0.0,0.7997,45.0,81,739.05,11.87,11.01,PLANTA_006,3974.97,43.6,0.794679736422145,0.4292,0.3088761024883826,0.01081979200792521,0.0842,1612,0.0041650439224991155,0.01646287907286724,0.06717015130305469,0.6475189986589184,0.004320017938219466,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,1,0
03-010,003,COYOACAN,CAFETALES I (RDCIAL),19.313108,-99.109029,1305,194.0,27.5,99.76,99.72,100.0,0.7375,42.0,323,2475.1,3.73,6.05,PLANTA_030,2737.72,35.7,0.5473264263642893,0.6112,0.30464160790444833,0.016141580413278307,0.0842,1613,0.002723600012585358,0.028227202244763647,0.1689472115256148,0.42020563254358523,0.0036738893952954375,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
03-100,003,COYOACAN,SAN DIEGO CHURUBUSCO,19.355784,-99.148439,1460,217.0,27.5,99.76,99.72,15.8,0.7375,42.0,527,3609.59,3.46,6.01,PLANTA_006,2737.72,40.0,0.5473264263642893,0.523,0.32589285910193433,0.015168371608332653,0.0842,1614,0.003087802339849679,0.02700350163317796,0.1697705909821257,0.42020563254358523,0.004151809411961635,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
10-205,010,ALVARO OBREGON,SEARS ROEBUCK (U HAB),19.400623,-99.19495,608,109.0,37.67,99.54,99.6,0.0,0.7997,45.0,3,49.34,,9.18,PLANTA_000,3974.97,24.2,0.794679736422145,0.3651,0.1313291408821814,0.004794899854277443,0.0841,1615,0.0021648184213345517,0.007531317114599958,0.08239691033731877,0.6475189986589184,0.0022670102136973973,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-014,010,ALVARO OBREGON,JALALPA (AMPL),19.377869,-99.233139,1551,278.0,37.67,99.54,99.6,0.0,0.7997,45.0,25,161.19,,12.76,PLANTA_000,3974.97,61.7,0.794679736422145,0.393,0.19884999918675642,0.01394710061948459,0.0841,1616,0.006050313935091002,0.02146538989540545,0.0563974708403444,0.6475189986589184,0.006235452980170469,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-040,010,ALVARO OBREGON,CAROLA (U HAB),19.385698,-99.196514,565,101.0,37.67,99.54,99.6,0.0,0.7997,45.0,457,8088.5,0.4,9.49,PLANTA_006,3974.97,22.5,0.794679736422145,0.4862,0.49105037022622944,0.006237110709689455,0.0839,1617,0.0019808896396182702,0.009426845037509323,0.07944375971453106,0.6475189986589184,0.0020871074749506183,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,1,1,0
10-219,010,ALVARO OBREGON,TLACOYAQUE,19.321491,-99.265187,1517,272.0,37.67,99.54,99.6,100.0,0.7997,45.0,164,1081.08,0.49,17.92,PLANTA_044,3974.97,60.3,0.794679736422145,0.6883,0.31492972423588933,0.026137975285467182,0.0839,1618,0.005912367348803791,0.03709090986749663,0.03623437073273657,0.6475189986589184,0.006087297783555474,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
10-030,010,ALVARO OBREGON,BELEN DE LAS FLORES SECCION RELLENO,19.398194,-99.212838,832,149.0,37.67,99.54,99.6,0.0,0.7997,45.0,3,36.06,,9.88,PLANTA_000,3974.97,33.1,0.794679736422145,0.3578,0.11122786013076509,0.0065096756231544095,0.0839,1619,0.00308446232991596,0.0102532851737849,0.07596753859184614,0.6475189986589184,0.003208853963607007,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-046,010,ALVARO OBREGON,COOPERATIVA CEHUAYO,19.35835,-99.242973,1294,232.0,37.67,99.54,99.6,100.0,0.7997,45.0,32,247.3,10.48,14.83,PLANTA_006,3974.97,51.4,0.794679736422145,0.6532,0.22286627269917156,0.020931145253426747,0.0838,1620,0.004992723440222383,0.029939462700946697,0.046729882096393456,0.6475189986589184,0.0051454540336458654,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
08-026,008,LA MAGDALENA CONTRERAS,LAS CALLES (BARR),19.303599,-99.233973,342,65.0,42.17,98.68,99.51,100.0,0.8272,46.0,4,116.96,,14.13,PLANTA_044,5602.89,19.2,1.1201350691480034,0.6834,0.21451563836695742,0.005675368862717148,0.0838,1621,0.0017746553338677845,0.007953478725283916,0.03105267108009603,0.7481001341081807,0.0016957840939663734,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
10-141,010,ALVARO OBREGON,LOMAS DE SANTO DOMINGO,19.395182,-99.20162,745,134.0,37.67,99.54,99.6,0.0,0.7997,45.0,17,228.19,,9.9,PLANTA_000,3974.97,29.6,0.794679736422145,0.4013,0.23081483771168154,0.006704467531247769,0.0837,1622,0.002739595864197932,0.010299265627191793,0.07579597632613472,0.6475189986589184,0.0028384659720695196,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-108,010,ALVARO OBREGON,LA OTRA BANDA,19.336889,-99.195036,743,133.0,37.67,99.54,99.6,100.0,0.7997,45.0,122,1641.99,1.63,11.17,PLANTA_006,3974.97,29.5,0.794679736422145,0.6982,0.3646590056880067,0.012627115896153791,0.0837,1623,0.0027166047664833972,0.018201550695734703,0.06605654016058712,0.6475189986589184,0.0028278834580255916,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
10-180,010,ALVARO OBREGON,PRIVADA CENTENARIO,19.36136,-99.229688,1138,204.0,37.67,99.54,99.6,100.0,0.7997,45.0,9,79.09,,13.4,PLANTA_006,3974.97,45.2,0.794679736422145,0.6262,0.15208799043273014,0.017476771524186384,0.0836,1624,0.004348972704215397,0.02517117211592864,0.05311163230428979,0.6475189986589184,0.004489338162922318,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
14-020,014,BENITO JUAREZ,JOSEFA ORTIZ DE DOMINGUEZ,19.387657,-99.140691,1574,186.0,8.7,99.83,99.83,0.0,0.5,30.0,93,590.85,1.89,3.65,PLANTA_006,1295.16,20.4,0.2589288055129821,0.1521,0.0,0.002324516769914098,0.0836,1625,0.0010366452443359773,0.008157785961604191,0.4044950164358103,0.0,0.0025118768896570435,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
03-073,003,COYOACAN,LOS GIRASOLES I,19.304352,-99.120146,716,106.0,27.5,99.76,99.72,59.5,0.7375,42.0,250,3491.62,2.59,5.31,PLANTA_044,2737.72,19.6,0.5473264263642893,0.5916,0.3334035557209134,0.008235600613175216,0.0835,1626,0.0013301302387044773,0.014779639980348308,0.1858695514333208,0.42020563254358523,0.0018844679375452566,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
03-149,003,COYOACAN,EL ROSEDAL II,19.338131,-99.14931,2399,357.0,27.5,99.76,99.72,59.5,0.7375,42.0,7,29.18,,7.54,PLANTA_006,2737.72,65.7,0.5473264263642893,0.4784,0.07201885193371706,0.022787219031241295,0.0835,1627,0.005304686071023809,0.04081315502461768,0.14377122766931671,0.42020563254358523,0.007008215092966581,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
03-042,003,COYOACAN,EL CENTINELA,19.335837,-99.139531,1936,288.0,27.5,99.76,99.72,59.5,0.7375,42.0,142,733.47,2.22,7.19,PLANTA_006,2737.72,53.0,0.5473264263642893,0.5545,0.22941517687621502,0.021710584428435497,0.0834,1628,0.0042120790892308455,0.038146526017652525,0.14886188005808804,0.42020563254358523,0.005596683880952463,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
14-061,014,BENITO JUAREZ,NARVARTE II,19.39706,-99.153032,8611,1016.0,8.7,99.83,99.83,0.0,0.5,30.0,63,73.16,,4.93,PLANTA_006,1295.16,111.5,0.2589288055129821,0.1026,0.0,0.005125159591197353,0.0833,1629,0.007254310936465644,0.031314590690481516,0.35727246002405283,0.0,0.015041856070792992,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
14-054,014,BENITO JUAREZ,DEL VALLE II,19.392396,-99.166932,12028,1420.0,8.7,99.83,99.83,0.0,0.5,30.0,177,147.16,,6.36,PLANTA_006,1295.16,155.8,0.2589288055129821,0.1191,0.0,0.010901302717806344,0.0833,1630,0.010280740984201049,0.05105451814167436,0.3239412791413271,0.0,0.021134919492574802,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,1
04-038,004,CUAJIMALPA DE MORELOS,PALO ALTO (GRANJAS),19.382622,-99.254787,3231,672.0,31.77,99.34,99.52,100.0,0.8306,47.0,317,981.12,17.66,13.41,PLANTA_000,4236.05,136.9,0.8468748526760619,0.6344,0.37888751073563093,0.05986620615165464,0.0833,1631,0.016125089105317833,0.07324520483804828,0.032106317373154496,0.5156459544032187,0.013857066920629048,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
10-216,010,ALVARO OBREGON,TIZAMPAMPANO,19.341855,-99.220815,1026,184.0,37.67,99.54,99.6,100.0,0.7997,45.0,32,311.89,,13.26,PLANTA_006,3974.97,40.8,0.794679736422145,0.6587,0.24176734623482676,0.016621332357483642,0.0832,1632,0.0038891507499246923,0.023848478165997077,0.05380520691814144,0.6475189986589184,0.004023707544989477,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
10-060,010,ALVARO OBREGON,EL CAPULIN (AMPL),19.39705,-99.209124,615,110.0,37.67,99.54,99.6,0.0,0.7997,45.0,32,520.33,,9.88,PLANTA_000,3974.97,24.4,0.794679736422145,0.4209,0.28918516108953346,0.005759946407067646,0.0832,1633,0.0021878095190490873,0.008857005959964153,0.07596753859184614,0.6475189986589184,0.0022881752417852536,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-019,010,ALVARO OBREGON,ARVIDE,19.381666,-99.203305,702,126.0,37.67,99.54,99.6,0.0,0.7997,45.0,91,1296.3,4.36,10.24,PLANTA_006,3974.97,27.9,0.794679736422145,0.4426,0.3527379421536621,0.007067168626538947,0.0832,1634,0.0025556670824816506,0.010721236686305606,0.07297283071528181,0.6475189986589184,0.00265856323332274,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,1,0
10-111,010,ALVARO OBREGON,LA PRESA,19.382127,-99.211823,992,178.0,37.67,99.54,99.6,0.0,0.7997,45.0,17,171.37,0.7,11.13,PLANTA_006,3974.97,39.4,0.794679736422145,0.3945,0.20703384378249284,0.00884154001731803,0.0831,1635,0.003751204163637482,0.013620453658850448,0.06633218875541473,0.6475189986589184,0.003875552348374482,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-053,010,ALVARO OBREGON,DOS RIOS,19.357269,-99.245841,1195,214.0,37.67,99.54,99.6,100.0,0.7997,45.0,53,443.51,0.21,15.15,PLANTA_006,3974.97,47.5,0.794679736422145,0.6671,0.2610646066164805,0.01971624752996034,0.083,1636,0.00457888368136075,0.028211688470703853,0.045456544074007794,0.6475189986589184,0.0047327359859326654,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
08-040,008,LA MAGDALENA CONTRERAS,PUENTE SIERRA,19.331083,-99.212184,105,20.0,42.17,98.68,99.51,100.0,0.8272,46.0,2,190.48,,13.04,PLANTA_006,5602.89,5.9,1.1201350691480034,0.6949,0.25582734424378484,0.0012959452135579,0.0828,1637,0.00031634329218680325,0.0021737152387556525,0.036272636581981564,0.7481001341081807,0.00031747303618696464,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
10-208,010,ALVARO OBREGON,TECOLALCO,19.378722,-99.237407,1278,229.0,37.67,99.54,99.6,0.0,0.7997,45.0,31,242.57,0.0,12.87,PLANTA_000,3974.97,50.8,0.794679736422145,0.4027,0.22580767947618394,0.01176926479192566,0.0827,1638,0.004923750147078778,0.018053711439804502,0.055811136999195515,0.6475189986589184,0.005081958949382296,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
03-119,003,COYOACAN,VILLA PANAMERICANA 5TA. SECCIÓN (U HAB),19.30922,-99.168211,2416,359.0,27.5,99.76,99.72,59.5,0.7375,42.0,82,339.4,1.49,8.49,PLANTA_044,2737.72,66.1,0.5473264263642893,0.5361,0.1832201876186101,0.02616163144093141,0.0825,1639,0.00533635583861201,0.046117535487389644,0.13184654878603044,0.42020563254358523,0.007052672768935528,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
10-070,010,ALVARO OBREGON,ESTADO DE HIDALGO (AMPL),19.397715,-99.209054,416,75.0,37.67,99.54,99.6,0.0,0.7997,45.0,213,5120.19,5.31,9.81,PLANTA_000,3974.97,16.5,0.794679736422145,0.4753,0.4550000772011803,0.0043935598392914835,0.0824,1640,0.0013831210990403547,0.006659238079618687,0.07657300579229859,0.6475189986589184,0.001452156632314927,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,1,0
10-260,010,ALVARO OBREGON,SEARS SEGUNDA SECCION (U HAB),19.401571,-99.195689,273,49.0,37.67,99.54,99.6,0.0,0.7997,45.0,0,0.0,,9.09,PLANTA_000,3974.97,10.9,0.794679736422145,0.2717,0.0,0.0013477779107094337,0.0823,1641,0.0007853525584624394,0.0022172041405001007,0.08328826540077151,0.6475189986589184,0.0008595358458549484,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-197,010,ALVARO OBREGON,SAN PEDRO DE LOS PINOS,19.388628,-99.191973,145,26.0,37.67,99.54,99.6,0.0,0.7997,45.0,465,32068.97,15.66,9.0,PLANTA_006,3974.97,5.8,0.794679736422145,0.519,0.597498171076115,0.0013602369257412355,0.0823,1642,0.00025655731102812944,0.002256065874871442,0.08419566485536642,0.6475189986589184,0.00031982762961461073,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,1,1,0
10-083,010,ALVARO OBREGON,GRAL C  A  MADRAZO,19.378924,-99.251311,919,165.0,37.67,99.54,99.6,100.0,0.7997,45.0,75,816.1,9.7,13.56,PLANTA_000,3974.97,36.5,0.794679736422145,0.6816,0.3064720528913361,0.015415060105962325,0.0823,1643,0.0034523198933485238,0.022071106597827263,0.05233530781500216,0.6475189986589184,0.0035686594411005654,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
03-046,003,COYOACAN,EL ROSEDAL I,19.341559,-99.151281,1813,269.0,27.5,99.76,99.72,59.5,0.7375,42.0,176,970.77,1.6,7.37,PLANTA_006,2737.72,49.6,0.5473264263642893,0.5611,0.24295049415290193,0.020518815748258895,0.0822,1644,0.003911216297142927,0.036124604878735714,0.14619065600892628,0.42020563254358523,0.0052187936352164005,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
10-110,010,ALVARO OBREGON,LA PERA XOCHINAHUAC (U HAB),19.359154,-99.227659,1053,189.0,37.67,99.54,99.6,100.0,0.7997,45.0,0,0.0,,13.26,PLANTA_006,3974.97,41.9,0.794679736422145,0.5217,0.0,0.013108129714958502,0.0822,1645,0.004004106238497369,0.019301266950784574,0.05380520691814144,0.6475189986589184,0.004140115199472686,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
10-098,010,ALVARO OBREGON,LA CEBADA (AMPL),19.380184,-99.23343,1113,199.0,37.67,99.54,99.6,0.0,0.7997,45.0,22,197.66,0.0,12.54,PLANTA_000,3974.97,44.2,0.794679736422145,0.3979,0.2128980763182761,0.010031615549298004,0.0821,1646,0.004234017215642721,0.015472711994086659,0.05759871904961104,0.6475189986589184,0.004383513022483036,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-057,010,ALVARO OBREGON,EL BOSQUE 2DA SECCION (AMPL),19.391391,-99.200226,441,79.0,37.67,99.54,99.6,0.0,0.7997,45.0,7,158.73,,9.85,PLANTA_006,3974.97,17.5,0.794679736422145,0.3927,0.20589056427799243,0.003702052558834104,0.0821,1647,0.0014750854898984956,0.005776800948909429,0.07622606790469241,0.6475189986589184,0.0015579817727542089,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
10-112,010,ALVARO OBREGON,LA PRESA SECCION HORNOS,19.382113,-99.215751,919,165.0,37.67,99.54,99.6,0.0,0.7997,45.0,12,130.58,,11.54,PLANTA_006,3974.97,36.5,0.794679736422145,0.388,0.18778964418826866,0.008005332458433613,0.0821,1648,0.0034523198933485238,0.01237029154620332,0.06359015567405248,0.6475189986589184,0.0035686594411005654,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
05-030,005,GUSTAVO A. MADERO,COOPERATIVA LUIS ENRIQUE RODRÍGUEZ OROZCO (U HAB),19.531184,-99.142657,186,34.0,33.69,99.63,99.76,0.0,0.8242,46.0,0,0.0,,5.22,PLANTA_005,3051.02,5.7,0.6099621935398889,0.2318,0.0,0.0006943504915800219,0.0821,1649,0.0002534427023120134,0.0011005252003948173,0.12940262446718234,0.558560572194904,0.0002980848068089051,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
03-044,003,COYOACAN,EL PARQUE DE COYOACAN (FRACC),19.311148,-99.130813,1331,198.0,27.5,99.76,99.72,59.5,0.7375,42.0,24,180.32,0.0,6.38,PLANTA_044,2737.72,36.4,0.5473264263642893,0.5211,0.160841326800314,0.013738028763393242,0.082,1650,0.0027869395477617617,0.024486930190044488,0.16249489547972443,0.42020563254358523,0.003751690328241097,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
03-082,003,COYOACAN,NUEVA DIAZ ORDAZ,19.325321,-99.147298,2179,324.0,27.5,99.76,99.72,59.5,0.7375,42.0,725,3327.21,0.53,8.54,PLANTA_044,2737.72,59.7,0.5473264263642893,0.5905,0.29924672304429906,0.026314861352726374,0.082,1651,0.004782134905818478,0.0458112831610426,0.13128472181006626,0.42020563254358523,0.006341349953432353,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
10-183,010,ALVARO OBREGON,PUEBLO NUEVO,19.38109,-99.238445,1085,194.0,37.67,99.54,99.6,0.0,0.7997,45.0,61,562.21,1.11,12.68,PLANTA_000,3974.97,43.1,0.794679736422145,0.4227,0.283590699690372,0.010511143870156617,0.082,1652,0.004119061727070044,0.016039577748075063,0.056829818016141065,0.6475189986589184,0.004267105367999826,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
03-089,003,COYOACAN,PEDREGAL DE SAN FRANCISCO (FRACC),19.338736,-99.167771,2398,356.0,27.5,99.76,99.72,59.5,0.7375,42.0,122,508.76,0.64,8.79,PLANTA_006,2737.72,65.7,0.5473264263642893,0.5458,0.2023113797563742,0.026479400216627126,0.0819,1653,0.005288851187229708,0.04660688630076872,0.12856166869367203,0.42020563254358523,0.007008215092966581,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
03-115,003,COYOACAN,VILLA PANAMERICANA 1ERA. SECCION (U HAB),19.305746,-99.17768,2363,351.0,27.5,99.76,99.72,100.0,0.7375,42.0,122,516.29,11.98,9.02,PLANTA_044,2737.72,64.7,0.5473264263642893,0.5739,0.2021137301547607,0.027644062552561466,0.0818,1654,0.005209676768259203,0.04830737210804196,0.12617646983219807,0.42020563254358523,0.00689707090304421,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
03-117,003,COYOACAN,VILLA PANAMERICANA 3ERA. SECCIÓN (U HAB),19.308172,-99.172056,2322,345.0,27.5,99.76,99.72,59.5,0.7375,42.0,163,701.98,5.07,8.72,PLANTA_044,2737.72,63.6,0.5473264263642893,0.5534,0.21884874240512295,0.0260551228355057,0.0818,1655,0.005114667465494597,0.04574999386639663,0.12931000403158482,0.42020563254358523,0.006774812294129601,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
