id_colonia,nom_alcaldia,nom_colonia,n_fugas_predicho,riesgo_nivel,IVH
06-006,IZTACALCO,CUCHILLA AGRICOLA ORIENTAL,878.5,Crítico,0.5618
14-053,BENITO JUAREZ,DEL VALLE I,513.0,Crítico,0.211
16-042,MIGUEL HIDALGO,LOMAS DE CHAPULTEPEC I,345.3,Crítico,0.2934
17-076,VENUSTIANO CARRANZA,JARDIN BALBUENA I,343.2,Crítico,0.3872
03-139,COYOACAN,PEDREGAL DE STO DOMINGO I,313.6,Crítico,0.6396
12-158,TLALPAN,SAN NICOLAS II,290.0,Crítico,0.7587
05-063,GUSTAVO A. MADERO,GABRIEL HERNANDEZ,287.9,Crítico,0.4064
15-012,CUAUHTEMOC,EX HIPODROMO DE PERALVILLO,261.1,Crítico,0.3169
12-095,TLALPAN,MIGUEL HIDALGO,249.6,Crítico,0.7424
08-045,LA MAGDALENA CONTRERAS,SAN JERONIMO ACULCO - LIDICE (PBLO),229.1,Crítico,0.738
15-068,CUAUHTEMOC,ROMA NORTE I,229.0,Crítico,0.3341
14-060,BENITO JUAREZ,NARVARTE I,200.2,Crítico,0.2037
15-075,CUAUHTEMOC,SANTA MARIA LA RIBERA I,198.3,Alto,0.2993
05-129,GUSTAVO A. MADERO,NUEVA INDUSTRIAL VALLEJO (FRACC),197.9,Alto,0.4415
14-066,BENITO JUAREZ,PORTALES I,196.4,Alto,0.3471
03-003,COYOACAN,AJUSCO HUAYAMILPAS,176.4,Alto,0.6232
06-056,IZTACALCO,PANTITLAN I,164.8,Alto,0.5081
15-037,CUAUHTEMOC,CENTRO I,159.0,Alto,0.3224
15-050,CUAUHTEMOC,GUERRERO I,149.8,Alto,0.2935
15-045,CUAUHTEMOC,DOCTORES I,147.6,Alto,0.3203
07-289,IZTAPALAPA,SAN JUAN XALPA I,147.1,Alto,0.6354
05-242,GUSTAVO A. MADERO,SAN JUAN DE ARAGON 1A SECCION (U HAB) II,141.8,Alto,0.4152
12-157,TLALPAN,SAN MIGUEL TOPILEJO (PBLO),140.5,Alto,0.6833
10-091,ALVARO OBREGON,JARDINES DEL PEDREGAL,139.6,Alto,0.7057
04-006,CUAJIMALPA DE MORELOS,BOSQUES DE LAS LOMAS,136.7,Alto,0.3788
07-156,IZTAPALAPA,PARAJES BUENAVISTA (TETECON),134.6,Alto,0.6966
15-062,CUAUHTEMOC,OBRERA I,134.6,Alto,0.3066
14-028,BENITO JUAREZ,NAPOLES,129.1,Alto,0.1694
14-046,BENITO JUAREZ,TLACOQUEMECATL DEL VALLE,129.0,Alto,0.1801
14-033,BENITO JUAREZ,NONOALCO,125.9,Alto,0.1704
05-215,GUSTAVO A. MADERO,CAMPESTRE ARAGON I,124.2,Alto,0.4006
02-081,AZCAPOTZALCO,SAN MARTIN XOCHINAHUAC (PBLO),122.7,Alto,0.315
05-174,GUSTAVO A. MADERO,SANTIAGO ATZACOALCO (PBLO),122.3,Alto,0.4121
07-215,IZTAPALAPA,SANTA MARTHA ACATITLA,121.1,Alto,0.6945
04-012,CUAJIMALPA DE MORELOS,CORREDOR SANTA FE,120.9,Alto,0.6371
17-042,VENUSTIANO CARRANZA,MOCTEZUMA 1A SECCION,119.2,Alto,0.3682
15-017,CUAUHTEMOC,JUAREZ,117.2,Alto,0.3096
03-135,COYOACAN,PEDREGAL DE SANTA URSULA I,116.9,Alto,0.5901
05-237,GUSTAVO A. MADERO,SAN FELIPE DE JESUS I,115.4,Alto,0.4189
05-131,GUSTAVO A. MADERO,NUEVA VALLEJO,111.9,Alto,0.4135
03-126,COYOACAN,ADOLFO RUIZ CORTINES I,107.5,Alto,0.584
05-227,GUSTAVO A. MADERO,MARTIN CARRERA I,107.3,Alto,0.3962
06-010,IZTACALCO,GABRIEL RAMOS MILLAN,107.3,Alto,0.4828
10-163,ALVARO OBREGON,OLIVAR DE LOS PADRES,105.4,Alto,0.6907
05-156,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),105.0,Alto,0.391
12-147,TLALPAN,SAN ANDRES TOTOLTEPEC (PBLO),102.2,Alto,0.6968
05-159,GUSTAVO A. MADERO,SAN JUAN DE ARAGON 3A SECCION (U HAB) I,101.6,Alto,0.4245
15-056,CUAUHTEMOC,MORELOS I,100.3,Alto,0.2758
02-067,AZCAPOTZALCO,REYNOSA TAMAULIPAS,98.2,Alto,0.3193
12-209,TLALPAN,HEROES DE PADIERNA I,97.1,Alto,0.7437
12-155,TLALPAN,SAN MIGUEL AJUSCO (PBLO),95.1,Alto,0.7187
12-079,TLALPAN,LOMAS ALTAS DE PADIERNA SUR,93.9,Alto,0.7427
05-149,GUSTAVO A. MADERO,SALVADOR DIAZ MIRON,93.7,Alto,0.4048
11-025,TLAHUAC,MIGUEL HIDALGO,93.6,Alto,0.6497
17-066,VENUSTIANO CARRANZA,20 DE NOVIEMBRE,90.5,Alto,0.3622
05-043,GUSTAVO A. MADERO,EJIDOS SAN JUAN DE ARAGON 1A SECCION (U HAB),89.1,Alto,0.4632
11-032,TLAHUAC,SAN FRANCISCO TLALTENCO (PBLO),88.1,Alto,0.7185
10-194,ALVARO OBREGON,SAN BARTOLO AMEYALCO (PBLO),86.3,Alto,0.6669
14-027,BENITO JUAREZ,MODERNA,85.9,Alto,0.1803
05-229,GUSTAVO A. MADERO,NUEVA ATZACOALCO I,82.7,Alto,0.3942
11-056,TLAHUAC,LA CONCHITA I,80.6,Alto,0.6536
12-160,TLALPAN,SAN PEDRO MARTIR (PBLO),80.0,Moderado,0.6826
14-051,BENITO JUAREZ,ALAMOS I,79.8,Moderado,0.1658
13-006,XOCHIMILCO,SAN LORENZO,79.8,Moderado,0.8612
05-171,GUSTAVO A. MADERO,SANTA ROSA,78.7,Moderado,0.4009
15-073,CUAUHTEMOC,SAN RAFAEL I,76.5,Moderado,0.3069
05-119,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,76.5,Moderado,0.4118
05-181,GUSTAVO A. MADERO,TEPEYAC INSURGENTES,74.9,Moderado,0.4013
11-038,TLAHUAC,SAN PEDRO TLAHUAC (PBLO),74.3,Moderado,0.7041
04-056,CUAJIMALPA DE MORELOS,SAN PEDRO CUAJIMALPA (PBLO),74.3,Moderado,0.614
07-268,IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL  I,73.9,Moderado,0.676
10-114,ALVARO OBREGON,LAS AGUILAS,73.2,Moderado,0.6961
15-009,CUAUHTEMOC,CUAUHTEMOC,72.9,Moderado,0.3031
12-161,TLALPAN,SANTA URSULA XITLA,72.9,Moderado,0.7344
02-056,AZCAPOTZALCO,PASTEROS,71.3,Moderado,0.306
05-113,GUSTAVO A. MADERO,LINDAVISTA VALLEJO (U HAB),71.2,Moderado,0.4064
03-131,COYOACAN,ALIANZA POPULAR REVOLUCIONARIA NORTE (U HAB),70.4,Moderado,0.5946
07-297,IZTAPALAPA,SANTA MARIA AZTAHUACAN (EJ) I,70.2,Moderado,0.6843
14-021,BENITO JUAREZ,LETRAN VALLE,70.1,Moderado,0.1765
15-071,CUAUHTEMOC,ROMA SUR I,68.7,Moderado,0.3027
15-035,CUAUHTEMOC,BUENAVISTA I,68.5,Moderado,0.2896
04-015,CUAJIMALPA DE MORELOS,EL CONTADERO,67.9,Moderado,0.6336
17-079,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION I,67.7,Moderado,0.3659
05-055,GUSTAVO A. MADERO,ESTRELLA,67.5,Moderado,0.3968
16-019,MIGUEL HIDALGO,BOSQUES DE LAS LOMAS I,67.3,Moderado,0.2796
05-170,GUSTAVO A. MADERO,SANTA ISABEL TOLA (PBLO),66.1,Moderado,0.3855
14-045,BENITO JUAREZ,STA CRUZ ATOYAC,64.9,Moderado,0.1677
11-021,TLAHUAC,LAS ARBOLEDAS,63.8,Moderado,0.4799
03-012,COYOACAN,CAMPESTRE CHURUBUSCO,63.6,Moderado,0.4872
05-190,GUSTAVO A. MADERO,TRIUNFO DE LA REPUBLICA,61.4,Moderado,0.402
12-094,TLALPAN,"MESA LOS HORNOS, TEXCALTENCO",61.1,Moderado,0.7155
14-017,BENITO JUAREZ,INSURGENTES MIXCOAC,60.6,Moderado,0.1727
12-153,TLALPAN,SAN LORENZO HUIPULCO,59.7,Moderado,0.7017
02-023,AZCAPOTZALCO,EL ROSARIO A (U HAB),58.3,Moderado,0.3214
14-043,BENITO JUAREZ,SAN PEDRO DE LOS  PINOS,58.0,Moderado,0.1662
14-049,BENITO JUAREZ,XOCO,58.0,Moderado,0.1688
17-061,VENUSTIANO CARRANZA,VALLE GOMEZ,57.7,Moderado,0.3546
02-079,AZCAPOTZALCO,SAN JUAN TLIHUACA (PBLO),57.3,Moderado,0.3096
05-031,GUSTAVO A. MADERO,CTM ATZACOALCO (U HAB),56.8,Moderado,0.3874
05-130,GUSTAVO A. MADERO,NUEVA TENOCHTITLAN,56.4,Moderado,0.3771
02-112,AZCAPOTZALCO,SAN PEDRO XALPA (AMPL) II,56.2,Moderado,0.3072
05-072,GUSTAVO A. MADERO,GUADALUPE PROLETARIA,55.5,Moderado,0.3983
03-109,COYOACAN,PUEBLO SANTA URSULA COAPA,55.4,Moderado,0.5535
14-005,BENITO JUAREZ,AMERICAS UNIDAS-DEL LAGO,55.1,Moderado,0.3387
11-024,TLAHUAC,LOS OLIVOS,54.6,Moderado,0.4761
07-044,IZTAPALAPA,EJTO CONSTITUCIONALISTA,54.5,Moderado,0.6772
14-026,BENITO JUAREZ,MIXCOAC,54.1,Moderado,0.1682
02-070,AZCAPOTZALCO,SAN ALVARO,53.6,Moderado,0.3161
05-029,GUSTAVO A. MADERO,CONSTITUCION DE LA REPUBLICA,53.6,Moderado,0.3885
12-163,TLALPAN,SANTO TOMAS AJUSCO (PBLO),53.5,Moderado,0.6977
10-040,ALVARO OBREGON,CAROLA (U HAB),53.3,Moderado,0.4862
15-006,CUAUHTEMOC,BUENOS AIRES,52.1,Moderado,0.299
14-041,BENITO JUAREZ,SAN JOSE INSURGENTES,51.9,Moderado,0.164
05-124,GUSTAVO A. MADERO,MARTIRES DE RIO BLANCO,51.9,Moderado,0.3938
02-018,AZCAPOTZALCO,DEL RECREO,51.6,Moderado,0.3024
14-002,BENITO JUAREZ,ACTIPAN,51.1,Moderado,0.1962
06-038,IZTACALCO,VIADUCTO PIEDAD,50.6,Moderado,0.3328
02-094,AZCAPOTZALCO,SANTA INES,50.3,Moderado,0.3122
10-182,ALVARO OBREGON,PROGRESO TIZAPAN,50.0,Moderado,0.6902
05-141,GUSTAVO A. MADERO,PROGRESO NACIONAL (AMPL),49.9,Moderado,0.4006
05-074,GUSTAVO A. MADERO,GUADALUPE TEPEYAC,49.2,Moderado,0.4107
03-033,COYOACAN,CTM VIII CULHUACAN (U HAB),49.1,Moderado,0.5927
03-008,COYOACAN,AVANTE,49.0,Moderado,0.5646
05-102,GUSTAVO A. MADERO,LA JOYA,49.0,Moderado,0.4087
14-047,BENITO JUAREZ,VERTIZ NARVARTE,48.9,Moderado,0.1737
10-213,ALVARO OBREGON,TETELPAN,48.9,Moderado,0.6845
05-120,GUSTAVO A. MADERO,MALACATES,48.7,Moderado,0.3914
02-066,AZCAPOTZALCO,PROVIDENCIA,48.6,Moderado,0.3058
06-050,IZTACALCO,GRANJAS MEXICO I,48.5,Moderado,0.4773
05-208,GUSTAVO A. MADERO,25 DE JULIO,48.5,Moderado,0.3837
05-013,GUSTAVO A. MADERO,BONDOJITO,47.8,Moderado,0.3823
05-094,GUSTAVO A. MADERO,LA CASILDA,47.6,Moderado,0.3732
05-167,GUSTAVO A. MADERO,SAN PEDRO EL CHICO,47.3,Moderado,0.393
10-073,ALVARO OBREGON,FLORIDA,47.1,Moderado,0.6817
05-040,GUSTAVO A. MADERO,DM NACIONAL,46.7,Moderado,0.3884
12-074,TLALPAN,LA MAGDALENA PETLACALCO (PBLO),46.6,Moderado,0.7113
15-002,CUAUHTEMOC,ASTURIAS,46.4,Moderado,0.2979
10-063,ALVARO OBREGON,EL PARAISO,46.1,Moderado,0.4403
13-065,XOCHIMILCO,SANTA MARIA TEPEPAN (PBLO),45.9,Moderado,0.7921
10-198,ALVARO OBREGON,SANTA FE,45.6,Moderado,0.4507
04-046,CUAJIMALPA DE MORELOS,SAN MATEO TLALTENANGO (PBLO),45.6,Moderado,0.5842
05-232,GUSTAVO A. MADERO,PROGRESO NACIONAL I,45.5,Moderado,0.4033
17-018,VENUSTIANO CARRANZA,EL ARENAL 1A SECCION,45.5,Moderado,0.506
14-039,BENITO JUAREZ,POSTAL,45.4,Moderado,0.171
14-042,BENITO JUAREZ,SAN JUAN,45.2,Moderado,0.1763
02-036,AZCAPOTZALCO,INDUSTRIAL VALLEJO (U HAB),44.9,Moderado,0.3794
12-075,TLALPAN,LA PALMA,44.4,Moderado,0.7122
05-086,GUSTAVO A. MADERO,JORGE NEGRETE,44.3,Moderado,0.3875
12-060,TLALPAN,ISIDRO FABELA I (PONIENTE),43.9,Moderado,0.7237
05-225,GUSTAVO A. MADERO,LINDAVISTA I,43.8,Moderado,0.4075
10-217,ALVARO OBREGON,TIZAPAN_TIZAPAN SAN ANGEL,43.2,Moderado,0.6604
02-050,AZCAPOTZALCO,NUEVA EL ROSARIO,43.2,Moderado,0.3502
05-106,GUSTAVO A. MADERO,LA PASTORA,43.0,Moderado,0.3815
10-044,ALVARO OBREGON,COLINAS DEL SUR,42.6,Moderado,0.6768
02-097,AZCAPOTZALCO,SANTIAGO AHUIZOTLA (PBLO),42.5,Moderado,0.3181
08-047,LA MAGDALENA CONTRERAS,SAN NICOLAS TOTOLAPAN,42.2,Moderado,0.7663
03-098,COYOACAN,ROMERO DE TERREROS,42.1,Moderado,0.6282
12-154,TLALPAN,SAN MIGUEL  XICALCO (PBLO),42.0,Moderado,0.682
14-016,BENITO JUAREZ,INDEPENDENCIA,42.0,Moderado,0.1649
15-032,CUAUHTEMOC,TRANSITO,41.8,Moderado,0.2745
14-030,BENITO JUAREZ,NATIVITAS,41.7,Moderado,0.3151
05-070,GUSTAVO A. MADERO,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),41.3,Moderado,0.4184
06-032,IZTACALCO,SANTA ANITA,41.2,Moderado,0.47
08-011,LA MAGDALENA CONTRERAS,EL TANQUE,40.7,Moderado,0.7134
05-050,GUSTAVO A. MADERO,EL COYOL (U HAB),40.6,Moderado,0.4073
05-032,GUSTAVO A. MADERO,CTM EL RISCO (U HAB),40.6,Moderado,0.3828
05-168,GUSTAVO A. MADERO,SAN PEDRO ZACATENCO (PBLO),40.3,Moderado,0.3886
15-004,CUAUHTEMOC,ATLAMPA,40.2,Moderado,0.2682
05-028,GUSTAVO A. MADERO,COMPOSITORES MEXICANOS,40.1,Moderado,0.3746
07-229,IZTAPALAPA,TENORIOS,39.8,Moderado,0.6581
03-101,COYOACAN,SAN FRANCISCO CULHUACAN (PBLO),39.6,Moderado,0.4896
05-151,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN (PBLO),39.5,Moderado,0.3955
12-049,TLALPAN,FUENTES DEL PEDREGAL,39.0,Moderado,0.7355
14-015,BENITO JUAREZ,GENERAL PEDRO MARIA ANAYA,38.8,Moderado,0.3058
06-048,IZTACALCO,CAMPAMENTO 2 DE OCTUBRE I,38.5,Moderado,0.4664
05-098,GUSTAVO A. MADERO,LA FORESTAL,38.5,Moderado,0.3867
07-076,IZTAPALAPA,FRANCISCO VILLA,38.4,Moderado,0.6644
02-072,AZCAPOTZALCO,SAN ANDRES (PBLO),38.4,Moderado,0.291
07-264,IZTAPALAPA,CONSEJO AGRARISTA MEXICANO I,38.4,Moderado,0.6716
05-213,GUSTAVO A. MADERO,VILLA DE ARAGON,38.3,Moderado,0.4231
17-083,VENUSTIANO CARRANZA,MORELOS I,38.1,Moderado,0.3315
05-075,GUSTAVO A. MADERO,GUADALUPE VICTORIA,38.0,Moderado,0.4098
10-031,ALVARO OBREGON,BELLA VISTA,37.6,Moderado,0.4302
02-077,AZCAPOTZALCO,SAN FRANCISCO TETECALA (PBLO),37.3,Moderado,0.3101
05-146,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,37.3,Moderado,0.3906
14-009,BENITO JUAREZ,CIUDAD DE LOS DEPORTES,37.3,Moderado,0.1653
07-212,IZTAPALAPA,SANTA MARIA TOMATLAN,37.2,Moderado,0.6418
05-093,GUSTAVO A. MADERO,LA CANDELARIA TICOMAN (BARR),36.8,Moderado,0.375
17-085,VENUSTIANO CARRANZA,PENSADOR MEXICANO I,36.6,Moderado,0.3803
02-052,AZCAPOTZALCO,NUEVA SANTA MARIA,36.6,Moderado,0.3019
02-098,AZCAPOTZALCO,SANTO DOMINGO (PBLO),36.5,Moderado,0.3062
15-033,CUAUHTEMOC,VALLE GOMEZ,36.4,Moderado,0.2767
10-010,ALVARO OBREGON,ALPES,36.1,Moderado,0.7028
03-103,COYOACAN,SAN LUCAS (BARR),36.0,Moderado,0.5707
16-022,MIGUEL HIDALGO,CHAPULTEPEC POLANCO (POLANCO),35.8,Moderado,0.2704
10-159,ALVARO OBREGON,MOLINO DE SANTO DOMINGO,35.5,Moderado,0.4428
15-001,CUAUHTEMOC,ALGARIN,35.2,Moderado,0.2878
03-113,COYOACAN,VIEJO EJIDO SANTA URSULA COAPA,35.1,Moderado,0.5351
10-218,ALVARO OBREGON,TLACOPAC,34.8,Moderado,0.6982
12-035,TLALPAN,EJIDOS DE SAN PEDRO MARTIR I (NORTE),34.8,Moderado,0.7156
02-090,AZCAPOTZALCO,SANTA BARBARA (PBLO),34.8,Moderado,0.3029
03-030,COYOACAN,CTM VI CULHUACAN (U HAB),34.7,Moderado,0.5441
05-001,GUSTAVO A. MADERO,ACUEDUCTO DE GUADALUPE (RDCIAL),34.7,Moderado,0.3922
05-018,GUSTAVO A. MADERO,CAPULTITLAN,34.5,Moderado,0.3991
08-013,LA MAGDALENA CONTRERAS,HEROES DE PADIERNA,34.3,Moderado,0.7265
11-003,TLAHUAC,DEL MAR NORTE,34.2,Moderado,0.489
12-066,TLALPAN,JARDINES DEL AJUSCO,34.0,Moderado,0.74
11-042,TLAHUAC,SANTIAGO ZAPOTITLAN (PBLO),34.0,Moderado,0.6276
12-065,TLALPAN,JARDINES DE SAN JUAN,33.7,Moderado,0.7027
03-050,COYOACAN,ESPARTACO,33.7,Moderado,0.5586
05-184,GUSTAVO A. MADERO,TLALPEXCO,33.5,Moderado,0.3714
16-031,MIGUEL HIDALGO,GRANADA,33.4,Moderado,0.2314
06-031,IZTACALCO,SAN PEDRO IZTACALCO (BARR),33.3,Moderado,0.4841
10-252,ALVARO OBREGON,OLIVAR DEL CONDE 1RA SECCION I,33.2,Moderado,0.4274
02-102,AZCAPOTZALCO,TEZOZOMOC,32.9,Moderado,0.2956
10-254,ALVARO OBREGON,OLIVAR DEL CONDE 2DA SECCION I,32.6,Moderado,0.4248
03-037,COYOACAN,DEL CARMEN,32.6,Moderado,0.5665
03-031,COYOACAN,CTM VII CULHUACAN (U HAB),32.6,Moderado,0.4913
07-279,IZTAPALAPA,LEYES DE REFORMA 3A SECCION I,32.4,Moderado,0.6136
05-132,GUSTAVO A. MADERO,PALMATITLA,32.2,Moderado,0.3825
09-003,MILPA ALTA,SAN BARTOLOME XICOMULCO (PBLO),31.7,Moderado,0.8807
12-016,TLALPAN,BOSQUES DEL PEDREGAL,31.5,Moderado,0.7155
17-062,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,31.3,Moderado,0.3603
12-156,TLALPAN,SAN MIGUEL TEHUISCO-LOS ANGELES-AYOMETITLA,31.2,Moderado,0.6992
04-031,CUAJIMALPA DE MORELOS,LOMAS DE MEMETLA,31.1,Moderado,0.6293
12-180,TLALPAN,TORIELLO GUERRA,31.1,Moderado,0.6864
06-018,IZTACALCO,LOS REYES (BARR),31.0,Moderado,0.4696
17-074,VENUSTIANO CARRANZA,IGNACIO ZARAGOZA I,31.0,Moderado,0.5134
05-091,GUSTAVO A. MADERO,JUAN GONZALEZ ROMERO,30.8,Moderado,0.3822
05-218,GUSTAVO A. MADERO,CASAS ALEMAN (AMPL) II,30.8,Moderado,0.3623
10-192,ALVARO OBREGON,SAN ANGEL,30.7,Moderado,0.7304
03-085,COYOACAN,PARQUE SAN ANDRES,30.6,Moderado,0.4901
10-151,ALVARO OBREGON,MERCED GOMEZ,30.5,Moderado,0.6821
07-262,IZTAPALAPA,CHINAMPAC DE JUAREZ I,30.4,Moderado,0.6879
03-082,COYOACAN,NUEVA DIAZ ORDAZ,30.3,Moderado,0.5905
10-009,ALVARO OBREGON,ALFONSO XIII,30.3,Moderado,0.4246
03-059,COYOACAN,INSURGENTES CUICUILCO,30.3,Moderado,0.6111
05-052,GUSTAVO A. MADERO,EMILIANO ZAPATA,30.2,Moderado,0.3858
02-071,AZCAPOTZALCO,SAN ANDRES (BARR),30.1,Moderado,0.3038
17-047,VENUSTIANO CARRANZA,PEÑON DE LOS BAÑOS,29.9,Moderado,0.5149
04-032,CUAJIMALPA DE MORELOS,LOMAS DE VISTA HERMOSA,29.8,Moderado,0.6268
14-032,BENITO JUAREZ,NOCHE BUENA,29.6,Moderado,0.1712
16-095,MIGUEL HIDALGO,SAN MIGUEL CHAPULTEPEC II,29.6,Moderado,0.2477
10-050,ALVARO OBREGON,CRISTO REY,29.5,Moderado,0.4722
05-104,GUSTAVO A. MADERO,LA LAGUNA TICOMAN (BARR),29.4,Moderado,0.3822
05-145,GUSTAVO A. MADERO,RESIDENCIAL LA ESCALERA (FRACC),29.4,Moderado,0.4025
05-133,GUSTAVO A. MADERO,PANAMERICANA,29.3,Moderado,0.3849
05-108,GUSTAVO A. MADERO,LA PRADERA,29.2,Moderado,0.3923
03-027,COYOACAN,CTM IX CULHUACAN ZONA 29-30 (U HAB),29.2,Moderado,0.5918
05-011,GUSTAVO A. MADERO,BENITO JUAREZ,29.1,Moderado,0.3873
07-266,IZTAPALAPA,CONSTITUCION DE 1917 I,29.1,Moderado,0.6812
05-111,GUSTAVO A. MADERO,LA PURISIMA TICOMAN (BARR),28.9,Moderado,0.3832
02-027,AZCAPOTZALCO,EX-HACIENDA EL ROSARIO,28.7,Moderado,0.3369
03-162,COYOACAN,CTM VIII B CULHUACAN ZONA 25-26 (U HAB),28.7,Moderado,0.588
02-089,AZCAPOTZALCO,SANTA APOLONIA (BARR),28.6,Moderado,0.2981
12-100,TLALPAN,MIRADOR I,28.4,Moderado,0.7486
07-191,IZTAPALAPA,SAN LORENZO TEZONCO (PBLO),28.3,Moderado,0.4437
05-007,GUSTAVO A. MADERO,ARBOLEDAS DE CUAUTEPEC,28.3,Moderado,0.3669
05-051,GUSTAVO A. MADERO,EL OLIVO,28.2,Moderado,0.3896
05-014,GUSTAVO A. MADERO,C T M ARAGON (U),27.9,Moderado,0.5439
07-291,IZTAPALAPA,SAN MIGUEL TEOTONGO I,27.8,Moderado,0.6732
16-078,MIGUEL HIDALGO,TACUBAYA,27.7,Moderado,0.2513
07-277,IZTAPALAPA,JUAN ESCUTIA I,27.6,Moderado,0.6228
05-164,GUSTAVO A. MADERO,SAN JUAN Y GUADALUPE TICOMAN (BARR),27.3,Moderado,0.3713
06-052,IZTACALCO,INFONAVIT IZTACALCO (U HAB) I,27.2,Moderado,0.4623
03-022,COYOACAN,COPILCO EL ALTO,27.1,Moderado,0.5954
05-196,GUSTAVO A. MADERO,VASCO DE QUIROGA,27.0,Moderado,0.3754
03-106,COYOACAN,SANTA CATARINA (BARR),27.0,Moderado,0.6049
06-008,IZTACALCO,EL RODEO,26.9,Moderado,0.4749
05-096,GUSTAVO A. MADERO,LA ESMERALDA I,26.7,Moderado,0.4177
13-069,XOCHIMILCO,TEPEPAN (AMPL),26.6,Moderado,0.7892
16-097,MIGUEL HIDALGO,LOMAS DE CHAPULTEPEC III,26.6,Moderado,0.2511
02-091,AZCAPOTZALCO,SANTA CATARINA (PBLO),26.5,Moderado,0.2964
10-200,ALVARO OBREGON,SANTA LUCIA,26.5,Moderado,0.6879
02-063,AZCAPOTZALCO,PRADOS DEL ROSARIO,26.4,Moderado,0.3401
07-118,IZTAPALAPA,LAS PEÑAS I,26.4,Moderado,0.6703
12-184,TLALPAN,VALLE ESCONDIDO,26.3,Moderado,0.6923
05-143,GUSTAVO A. MADERO,PROVIDENCIA (AMPL),26.2,Moderado,0.3873
14-001,BENITO JUAREZ,ACACIAS,26.2,Moderado,0.1694
12-042,TLALPAN,EX HACIENDA SAN JUAN DE DIOS,26.0,Moderado,0.6786
03-039,COYOACAN,EDUCACION,26.0,Moderado,0.4781
10-177,ALVARO OBREGON,PRESIDENTES,25.9,Moderado,0.437
07-154,IZTAPALAPA,PARAJE SAN JUAN,25.9,Moderado,0.6745
16-013,MIGUEL HIDALGO,ANZURES,25.8,Moderado,0.2361
16-065,MIGUEL HIDALGO,POLANCO REFORMA (POLANCO),25.7,Moderado,0.2228
03-073,COYOACAN,LOS GIRASOLES I,25.6,Moderado,0.5916
10-222,ALVARO OBREGON,TLACUITLAPA,25.6,Moderado,0.6868
15-008,CUAUHTEMOC,CONDESA,25.5,Moderado,0.2828
07-060,IZTAPALAPA,EL SANTUARIO,25.5,Moderado,0.6184
05-026,GUSTAVO A. MADERO,COCOYOTES,25.5,Moderado,0.3754
17-023,VENUSTIANO CARRANZA,EL PARQUE,25.5,Moderado,0.3663
05-114,GUSTAVO A. MADERO,LOMA DE LA PALMA,25.4,Moderado,0.3602
16-077,MIGUEL HIDALGO,TACUBA,25.2,Moderado,0.2269
10-130,ALVARO OBREGON,LOMAS DE CHAMONTOYA,25.2,Moderado,0.6692
05-034,GUSTAVO A. MADERO,CUAUTEPEC EL ALTO (PBLO),25.2,Moderado,0.373
08-030,LA MAGDALENA CONTRERAS,LOMAS DE SAN BERNABE,25.1,Moderado,0.736
07-177,IZTAPALAPA,SAN ANTONIO (BARR),25.0,Moderado,0.4271
05-095,GUSTAVO A. MADERO,LA CRUZ (BARR),24.9,Moderado,0.3855
05-228,GUSTAVO A. MADERO,MARTIN CARRERA II,24.7,Moderado,0.3743
08-005,LA MAGDALENA CONTRERAS,CUAUHTEMOC,24.7,Moderado,0.7185
05-033,GUSTAVO A. MADERO,CUAUTEPEC DE MADERO,24.7,Moderado,0.3857
06-054,IZTACALCO,JUVENTINO ROSAS I,24.6,Moderado,0.4614
05-035,GUSTAVO A. MADERO,CUCHILLA DEL TESORO,24.4,Moderado,0.525
07-206,IZTAPALAPA,SANTA CRUZ MEYEHUALCO (PBLO),24.4,Moderado,0.6588
04-001,CUAJIMALPA DE MORELOS,ABDIAS GARCIA SOTO,24.4,Moderado,0.6271
04-055,CUAJIMALPA DE MORELOS,PORTAL DEL SOL,24.3,Moderado,0.6204
07-130,IZTAPALAPA,LOS ANGELES,24.1,Moderado,0.6783
17-026,VENUSTIANO CARRANZA,FEDERAL,24.1,Moderado,0.4805
07-124,IZTAPALAPA,LOMAS DE SANTA CRUZ MEYEHUALCO,24.0,Moderado,0.699
15-027,CUAUHTEMOC,SAN SIMON TOLNAHUAC,23.9,Moderado,0.2721
14-031,BENITO JUAREZ,NIÑOS HEROES DE CHAPULTEPEC,23.9,Moderado,0.1457
02-049,AZCAPOTZALCO,NEXTENGO (BARR),23.9,Moderado,0.3181
10-049,ALVARO OBREGON,COVE,23.8,Moderado,0.4402
05-169,GUSTAVO A. MADERO,SAN RAFAEL TICOMAN (BARR),23.8,Moderado,0.3954
02-007,AZCAPOTZALCO,CENTRO DE AZCAPOTZALCO,23.8,Moderado,0.3139
07-271,IZTAPALAPA,EJERCITO DE ORIENTE (U HAB) I,23.6,Moderado,0.6782
05-065,GUSTAVO A. MADERO,GENERAL FELIPE BERRIOZABAL,23.5,Moderado,0.3733
