consulta,match,score,decision,cve_alcaldia
MIXTECAS,OLIMPICA,50,no_match,003
CALLE TOLTECAS,LAS CABANAS,48,no_match,003
ORION,IMAN,44,no_match,003
24,PRADOS DE COYOACAN 2,9,no_match,003
ELIGIO VILLAMAR,VILLA COYOACAN,48,no_match,003
OMEGA,OLIMPICA,46,no_match,003
CERRADA MONSERRAT,CARMEN SERDAN,53,no_match,003
DIAMANTES,AVANTE,66,no_match,003
COYACAN,VILLA COYOACAN,66,no_match,003
AVENIDA DIVISION DEL NORTE,CANTIL DEL PEDREGAL,48,no_match,003
AVENIDA ANTONIO DELFIN MADRIGAL,CANTIL DEL PEDREGAL,56,no_match,003
CALLEJON DEL CERRITO,COPILCO EL ALTO,57,no_match,003
ANILLO PERIFERICO,CANTIL DEL PEDREGAL,55,no_match,003
SAN VICTORIO,SAN DIEGO CHURUBUSCO,50,no_match,003
ROSARIO CASTELLANOS,RANCHO EL ROSARIO,72,candidato,003
CANAHUTLI,LAS CABANAS,50,no_match,003
JILOTZINGO,XOTEPINGO,63,no_match,003
CALLE G,DEL CARMEN,47,no_match,003
SEGUNDA PRIVADA HIDALGO,PRESIDENTES EJIDALES SEGUNDA SECCION,57,no_match,003
CALZADA DE TLALPAN,CENTRO URBANO TLALPAN (U HAB),56,no_match,003
PROLONGACION MOCTEZUMA,EDUCACION,45,no_match,003
JICOTE,COPILCO EL BAJO,47,no_match,003
DEL PARQUE,EL PARQUE DE COYOACAN (FRACC),75,candidato,003
MONSERRAT,CARMEN SERDAN,54,no_match,003
ZAPOTECAS,EMILIANO ZAPATA,41,no_match,003
NADADORES,PARQUE SAN ANDRES,46,no_match,003
AGUSTIN ROMERO IBANEZ,ROMERO DE TERREROS,50,no_match,003
MANUELA CANIZARES,PARQUE SAN ANDRES,58,no_match,003
SANTIAGO VALVERDE,CANTIL DEL PEDREGAL,50,no_match,003
RANCHO SAN LORENZO,RANCHO EL ROSARIO,68,no_match,003
NAHUAYOTZIN,AJUSCO I,42,no_match,003
TLALOC,EL CENTINELA,44,no_match,003
COMERCIO Y ADMINISTRACION,AMPLIACION CANDELARIA,56,no_match,003
LADERA,ATLANTIDA,53,no_match,003
SAN ALVARO,SAN LUCAS (BARR),53,no_match,003
SAN HERMILO,HERMOSILLO,66,no_match,003
PEDREGAL DE CARRASCO SECCION A,PEDREGAL DE LA ZORRA,70,candidato,003
AVENIDA SAN JERONIMO,CUADRANTE DE SAN FRANCISCO,56,no_match,003
POPOCATEPETL,SAN PABLO TEPETLAPA (PBLO),57,no_match,003
MAZATZIN,IMAN,50,no_match,003
ALTILLO UNIVERSIDAD,ALTILLO (COND ALTILLO UNIVERSIDAD),84,candidato,003
CERRADA BELISARIO DOMINGUEZ,AMPLIACION CANDELARIA,45,no_match,003
CERRO BOLUDO,ROMERO DE TERREROS,46,no_match,003
PEDREGAL DE CARRASCO SECCION 4TA,PEDREGAL DE LA ZORRA,70,candidato,003
RANCHO VISTA HERMOSA,RANCHO EL ROSARIO,70,candidato,003
MARGARITA MAZA DE JUAREZ,CUADRANTE DE SAN FRANCISCO,52,no_match,003
RANCHO TOLLOCAN,RANCHO EL ROSARIO,62,no_match,003
GEYSER NORTE,ALIANZA POPULAR REVOLUCIONARIA NORTE (U HAB),58,no_match,003
PRIVADA R. SEQUEIRA,CIUDAD UNIVERSITARIA,46,no_match,003
5A. CERRADA 5 DE MAYO,PEDREGAL DE LA ZORRA,48,no_match,003
REY IXTLIXOCHITL,COPILCO EL ALTO,45,no_match,003
CONJUNTO URBANO TLALPAN,CENTRO URBANO TLALPAN (U HAB),75,candidato,003
CANAL DE MIRAMONTES,PRADOS DE COYOACAN 1,56,no_match,003
ITZCUINA,TAXQUENA,50,no_match,003
CERRO DEL PENON,DEL CARMEN,64,no_match,003
CERRO DEL FORTIN,DEL CARMEN,53,no_match,003
AVENIDA ALFREDO V. BONFIL,PEDREGAL DE STO DOMINGO V,44,no_match,003
CALZADA DE LA VIGA,DE LA CANDELARIA (PBLO),58,no_match,003
AVENIDA FRANCISCO SOSA,CUADRANTE DE SAN FRANCISCO,66,no_match,003
TEZIUTLAN,IMAN,46,no_match,003
MARIA DEL MAR,PEDREGAL DEL MAUREL,62,no_match,003
CALLE LAURA MENDEZ DE CUENCA,AMPLIACION CANDELARIA,48,no_match,003
REMEDIOS VALLE,HERMOSILLO,50,no_match,003
CALLEJON GENERAL ANAYA,ACASULCO UNIVERSIDAD,47,no_match,003
MARCO RODRIGUEZ,RANCHO EL ROSARIO,50,no_match,003
CALZADA GENERAL ANAYA,EL CARACOL,45,no_match,003
VISTA HERMOSA,HERMOSILLO,60,no_match,003
FRANCISCO VILLA,CUADRANTE DE SAN FRANCISCO,75,candidato,003
CALZADA ACOXPA,EX HACIENDA COAPA,51,no_match,003
ESCOCIA,AJUSCO I,53,no_match,003
TRIANGULO,XOTEPINGO,55,no_match,003
EL PRADO,EL MIRADOR,77,candidato,003
ESCORPIO,AJUSCO I,50,no_match,003
CASIOPEA,CARMEN SERDAN,47,no_match,003
CALLE PERSEO,CANTIL DEL PEDREGAL,58,no_match,003
RAMON RIVERA FEDZ.,MONTE DE PIEDAD I,51,no_match,003
ALFONSO RIVERA M.,ADOLFO RUIZ CORTINES I,51,no_match,003
PASEO DE LA HACIENDA,EX HACIENDA COAPA,70,candidato,003
PASEO DE LOS FRAMBOYANES,EL PARQUE DE COYOACAN (FRACC),60,no_match,003
CALLE R,CARMEN SERDAN,50,no_match,003
CONCHITA URQUIZA,SANTA URSULA COYOACAN,54,no_match,003
CENTENARIO,EL CENTINELA,54,no_match,003
OSA MENOR,CARMEN SERDAN,54,no_match,003
PRIVADA AURORA,PRADO CHURUBUSCO,53,no_match,003
CERRADA PEDREGAL,PEDREGAL DE LA ZORRA,72,candidato,003
CORAS,EL CARACOL,40,no_match,003
PEDREGAL DE CARRASCO SECCION 5TA,PEDREGAL DE LA ZORRA,70,candidato,003
CULHUACAN SECCION X,CTM X CULHUACAN (U HAB),73,candidato,003
IZOTE,XOTEPINGO,42,no_match,003
TAURO,AJUSCO I,46,no_match,003
CALLEJON SAN MIGUEL,CARMEN SERDAN,50,no_match,003
CALZADA DE LAS BOMBAS,DE LA CANDELARIA (PBLO),63,no_match,003
TECHOTLALA,CHIMALISTAC,47,no_match,003
CALLE D MZ. ?,DEL CARMEN,43,no_match,003
HACIENDA DE COYOACAN,HACIENDAS DE COYOACAN (FRACC),81,candidato,003
PERIFERICO SUR,INSURGENTES CUICUILCO,45,no_match,003
LOS FRESNOS,LOS CIPRESES,69,no_match,003
3A SAHUACOCINGO,EX HACIENDA COAPA,43,no_match,003
COYOACAN TNT,CAMPESTRE COYOACAN (FRACC),80,candidato,003
CERRADA MARIANO ZAVALA,EMILIANO ZAPATA,59,no_match,003
MIRLO,EL MIRADOR,53,no_match,003
FRANCISCO ISLAS,CUADRANTE DE SAN FRANCISCO,75,candidato,003
PEDREGAL DE CARRASCO SECCION 7MA,PEDREGAL DE LA ZORRA,70,candidato,003
REY PAPATZIN,AVANTE,44,no_match,003
LAZARO CARDENAS,LAS CABANAS,61,no_match,003
REY NEZAHUALCOYOTL,EL CARACOL,50,no_match,003
FLAVIO GARCIA,AMPLIACION CANDELARIA,52,no_match,003
PASCLE,EL CARACOL,50,no_match,003
RANCHO COSOLAPA,RANCHO EL ROSARIO,62,no_match,003
CALLE SAN MACARIO,SANTA CECILIA I,56,no_match,003
SAN FEDERICO,CUADRANTE DE SAN FRANCISCO,57,no_match,003
SAN RAUL,PARQUE SAN ANDRES,56,no_match,003
AVENIDA PANAMERICANA,VILLA PANAMERICANA 1ERA. SECCION (U HAB),75,candidato,003
20,CANAL NACIONAL 260 (U HAB),14,no_match,003
CALLE YAJALEN,CAFETALES I (RDCIAL),48,no_match,003
AVENIDA CAFETALES,CAFETALES I (RDCIAL),69,no_match,003
BENITO JUAREZ,EL CARACOL BAJO,42,no_match,003
ORIENTAL,EL CENTINELA,50,no_match,003
CALLE Z,DEL CARMEN,47,no_match,003
CALLE Y,DEL CARMEN,47,no_match,003
CALLE U,DEL CARMEN,47,no_match,003
CALLE W,DEL CARMEN,47,no_match,003
CALLE S,CARMEN SERDAN,50,no_match,003
CALLE T,DEL CARMEN,47,no_match,003
CALLE Q,DEL CARMEN,47,no_match,003
OJITLAN,IMAN,54,no_match,003
CALLE K,DEL CARMEN,47,no_match,003
CALLE H,DEL CARMEN,47,no_match,003
CALLE F,DEL CARMEN,47,no_match,003
CALLE LL,DEL CARMEN,55,no_match,003
32,CTM IX CULHUACAN ZONA 32-33 (U HAB),10,no_match,003
TERESA VERA,CARMEN SERDAN,50,no_match,003
3ER. ANDADOR DE MARIA DEL MAR,SANTA URSULA - BOSQUES DE TETLAMEYA,50,no_match,003
MARIA AGUILAR,MEDIA LUNA,52,no_match,003
ALVARO OBREGON,EL RELOJ,45,no_match,003
LA VALENTINA,ATLANTIDA,57,no_match,003
GENERALA ANTONIA NAVA,CANTIL DEL PEDREGAL,50,no_match,003
INTERIOR,XOTEPINGO,47,no_match,003
HACIENDA VISTA HERMOSA,EX HACIENDA COAPA,64,no_match,003
OTOMIES,OLIMPICA,40,no_match,003
OAXTEPEC,XOTEPINGO,47,no_match,003
CIRUELOS,LOS CIPRESES,70,candidato,003
CALLE 4,EL CARACOL,47,no_match,003
SUCHIL,CHIMALISTAC,47,no_match,003
NEZAHUALPILLI,COPILCO EL ALTO,42,no_match,003
AURELIO MANRIQUE,PARQUE SAN ANDRES,54,no_match,003
LEON GARCIA,EDUCACION,50,no_match,003
MANUEL LOZADA,SANTA URSULA COYOACAN,47,no_match,003
CERRADA 2 MANUEL OROZCO,NUEVA DIAZ ORDAZ,51,no_match,003
GRACIANO SANCHEZ,LOS SAUCES (FRACC),52,no_match,003
INSURGENTES SAN ANGEL,INSURGENTES CUICUILCO,68,no_match,003
DE LAS ROSAS,EL ROSEDAL I,58,no_match,003
TULA,TAXQUENA,50,no_match,003
CERRADA DE APACHES,PEDREGAL DE LA ZORRA,52,no_match,003
PUERTO RICO,ESPARTACO,50,no_match,003
AVENIDA MIGUEL ANGEL DE QUEVEDO,PEDREGAL DE SAN ANGEL (AMPL),50,no_match,003
5,IMAN 580 (U HAB),11,no_match,003
CALLE DAKOTA,CARMEN SERDAN,48,no_match,003
CERRADA DE MELCHOR OCAMPO,PRADOS DE COYOACAN 1,48,no_match,003
AYUNTAMIENTO,ATLANTIDA,47,no_match,003
CERRO DEL AGUA,EL CARACOL,58,no_match,003
AVENIDA MELCHOR OCAMPO,RANCHO EL ROSARIO,46,no_match,003
XOCHIAPAN,CHIMALISTAC,50,no_match,003
TEPEYAUCLE,TAXQUENA,44,no_match,003
PASEO DE LOS DIOSES AZTECAS,LOS CEDROS (FRACC),48,no_match,003
CEFEO,LOS CIPRESES,47,no_match,003
PEGASO,LOS CIPRESES,44,no_match,003
REFORMA,CARMEN SERDAN,40,no_match,003
CRUZ BLANCA,LAS CABANAS,45,no_match,003
CALLEJON BELISARIO DOMINGUEZ,AMPLIACION CANDELARIA,44,no_match,003
XOCO,XOTEPINGO,46,no_match,003
GENERAL ANAYA,CANTIL DEL PEDREGAL,50,no_match,003
CICALCO,CHIMALISTAC,55,no_match,003
PENSAMIENTO,ESPARTACO,50,no_match,003
ALBINO TERREROS,ROMERO DE TERREROS,69,no_match,003
CALLE C MANZANA IV,SANTA CECILIA I,54,no_match,003
CALLE N MANZANA X,LAS CAMPANAS,48,no_match,003
CERRO TRAPICHE,ROMERO DE TERREROS,50,no_match,003
MEDICINA,EDUCACION,58,no_match,003
PARA EMPLEADOS FEDERALES,PEDREGAL DE LA ZORRA,54,no_match,003
COPILCO 300,COPILCO EL ALTO,77,candidato,003
COSTADO ATRIO DE SAN FRANCISCO,CUADRANTE DE SAN FRANCISCO,76,candidato,003
TLAHUICAS,ATLANTIDA,55,no_match,003
MADRONO,IMAN,54,no_match,003
LAS FLORES,LOS CIPRESES,54,no_match,003
MANUEL A. COUTO,COPILCO EL ALTO,53,no_match,003
CORREDORES,DEL CARMEN,50,no_match,003
CIRCUITO INTERIOR AVENIDA RIO CHURUBUSCO,PRADO CHURUBUSCO,76,candidato,003
G. PEREZ VALENZUELA,PEDREGAL DE SANTA URSULA I,48,no_match,003
AVENIDA DEL CONVENTO,EL CENTINELA,50,no_match,003
RAFAEL OLIVA,EL RELOJ,50,no_match,003
PASEO DE LOS LAURELES,PEDREGAL DEL MAUREL,55,no_match,003
RETORNO 12,CENTRO URBANO (U HAB),45,no_match,003
AVENIDA PACIFICO,EDUCACION,48,no_match,003
LOS COLORINES,LOS CIPRESES,64,no_match,003
AZTAQUEMECAN,TAXQUENA,60,no_match,003
CERRADA TECAMAC,PETROLERA TAXQUENA,48,no_match,003
FERNANDEZ LEAL,EL CENTINELA,53,no_match,003
CALLEJON HELIOTROPO,DEL CARMEN,48,no_match,003
CERRO DE HUITZILAC,EX HACIENDA COAPA,45,no_match,003
RANCHO DE LOS ARCOS,RANCHO EL ROSARIO,61,no_match,003
PRADO COYOACAN,PRADOS DE COYOACAN 1,82,candidato,003
CALLE CHIMALAPA,CHIMALISTAC,53,no_match,003
ILHUICAMINA,MEDIA LUNA,57,no_match,003
DEL. COYOACAN,CAMPESTRE COYOACAN (FRACC),76,candidato,003
ESPIRITU SANTO,ESPARTACO,60,no_match,003
3A CERRADA HELIOTROPO,LAS TROJES COAPA (U HAB),44,no_match,003
TEPONAXTLI,TAXQUENA,44,no_match,003
QUINTO CALLEJON HUAYAMILPAS,AJUSCO HUAYAMILPAS,75,candidato,003
CHAUCINGO,EDUCACION,55,no_match,003
SAN APOLINAR,PARQUE SAN ANDRES,55,no_match,003
IXTLIXOCHITL,XOTEPINGO,38,no_match,003
A. VALVERDE V.,ACASULCO UNIVERSIDAD,41,no_match,003
REY TOPILTZIN,PETROLERA TAXQUENA,38,no_match,003
ZIHUATLAN,ATLANTIDA,55,no_match,003
CERRO DEL SOMBRERO,DEL CARMEN,57,no_match,003
PILATENCO,ESPARTACO,55,no_match,003
CALLE VICENTE GARCIA TORRES,INVI PRESIDENTES EJIDALES (U HAB),50,no_match,003
SAN BENJAMIN,CARMEN SERDAN,56,no_match,003
TEJAMANIL,LAS CAMPANAS,47,no_match,003
PROFESORA AURORA REZA,PETROLERA TAXQUENA,46,no_match,003
CALLE CRUZ VERDE,ACASULCO UNIVERSIDAD,50,no_match,003
CERRO DEL AIRE,PEDREGAL DEL MAUREL,60,no_match,003
SAN ALBERTO,SAN MATEO (BARR),59,no_match,003
RETORNO 55,CENTRO URBANO (U HAB),45,no_match,003
SANTA CRUZ,SANTA URSULA - BOSQUES DE TETLAMEYA,66,no_match,003
PROLONGACION MOCTEZUMA ORIENTE,PRESIDENTES EJIDALES PRIMERA SECCION,51,no_match,003
AHUIZOTL,AJUSCO HUAYAMILPAS,38,no_match,003
20 DE AGOSTO,PASEOS DE TAXQUENA I,50,no_match,003
ACATEMPA,AVANTE,57,no_match,003
PRIMERA PRIVADA,PRESIDENTES EJIDALES PRIMERA SECCION,63,no_match,003
CERRO ACASULCO,ACASULCO UNIVERSIDAD,72,candidato,003
GAMMA,IMAN,44,no_match,003
CERRADA DE OMEGA,CANTIL DEL PEDREGAL,51,no_match,003
TEPALCATITLA,ATLANTIDA,57,no_match,003
XIUHNEL,EL CENTINELA,42,no_match,003
CALLE MOMOLUCO,COPILCO EL ALTO,48,no_match,003
CAPRICORNIO,EDUCACION,50,no_match,003
SAN ISIDRO,EL ROSEDAL II,52,no_match,003
SANTO DOMINGO,PEDREGAL DE STO DOMINGO I,70,candidato,003
EX-EJIDO DE SAN PABLO TEPETLAPA,SAN PABLO TEPETLAPA (PBLO),84,candidato,003
2DO. PASEO DEL CHICO,PRADOS DE COYOACAN 2,55,no_match,003
PASEO DE LOS NOGALES,LOS GIRASOLES I,57,no_match,003
CERRO DEL MERCADO,DEL CARMEN,59,no_match,003
EJIDO TLALPAN,CENTRO URBANO TLALPAN (U HAB),70,candidato,003
RANCHO ALTAMIRA,RANCHO EL ROSARIO,62,no_match,003
BELISARIO DOMINGUEZ,EL ROSEDAL II,43,no_match,003
4TA. CERRADA DE ALFREDO V. BONFIL,PEDREGAL DE LA ZORRA,45,no_match,003
EX-EJIDO SANTA URSULA COAPA 27 BIS,PUEBLO SANTA URSULA COAPA,83,candidato,003
PIRAMIDE DE LA LUNA,MEDIA LUNA,57,no_match,003
CAHITAS,CHIMALISTAC,55,no_match,003
1ER RETORNO MANUELA MEDINA,PEDREGAL DEL MAUREL,53,no_match,003
AVENIDA ERASMO CASTELLANOS QUINTO,PASEOS DE TAXQUENA I,49,no_match,003
HACIENDA TORRECILLAS,EX HACIENDA COAPA,64,no_match,003
LLANURA,ATLANTIDA,50,no_match,003
PRIMER RETORNO CATALINA BUENDIA,PRESIDENTES EJIDALES PRIMERA SECCION,50,no_match,003
VIRGILIO URIBE,LOS GIRASOLES II,46,no_match,003
3ER. ANDADOR MARIQUITA SANCHEZ,PARQUE SAN ANDRES,55,no_match,003
HUITZILOPOCHTLI,LOS OLIVOS (U HAB),36,no_match,003
CERRO SAN ANTONIO,CUADRANTE DE SAN FRANCISCO,51,no_match,003
AVENIDA DEL RASTRO,CANTIL DEL PEDREGAL,54,no_match,003
MARCOS RODRIGUEZ,RANCHO EL ROSARIO,48,no_match,003
SAN ANDRES TOMATLAN,PARQUE SAN ANDRES,74,candidato,003
MARGARITO SALAMANCA,SAN MATEO (BARR),51,no_match,003
PROLONGACION PINO,RANCHO EL ROSARIO,47,no_match,003
AVENIDA PASEO DEL RIO,CANTIL DEL PEDREGAL,55,no_match,003
MIXCALLI,OLIMPICA,50,no_match,003
CERRO DE LOS MUNECOS,LOS CIPRESES,56,no_match,003
MIMOSA,IMAN,60,no_match,003
CIRCUITO DE LOS PARQUES,PASEOS DE TAXQUENA II,59,no_match,003
VIENA,TAXQUENA,46,no_match,003
PROLONGACION MIGUEL HIDALGO,PEDREGAL DEL MAUREL,52,no_match,003
CALLE TERCERA CERRADA DE HIDALGO,PEDREGAL DE LA ZORRA,50,no_match,003
TETEPEUH,EL CENTINELA,40,no_match,003
MANUELA MEDINA,MEDIA LUNA,66,no_match,003
BEISBOL,EL ROSEDAL I,42,no_match,003
REY MOCTEZUMA,EL CENTINELA,48,no_match,003
CALLE MADRID,EL MIRADOR,54,no_match,003
LONDRES,INSURGENTES CUICUILCO,42,no_match,003
CALLE 2 ROSARIO CASTELLANOS,RANCHO EL ROSARIO,59,no_match,003
MALINTZIN,ATLANTIDA,55,no_match,003
GOMEZ FARIAS,LOS ROBLES (FRACC),46,no_match,003
BERLIN,EL RELOJ,42,no_match,003
CERRO DE JESUS,DEL NINO JESUS (BARR),62,no_match,003
CULHUACAN CTM SECCION VIII,CTM VIII CULHUACAN (U HAB),81,candidato,003
CULHUACAN C.T.M. SECCIEN X,CTM X CULHUACAN (U HAB),65,no_match,003
CULHUACAN CTM SECCION IX-B,CTM V CULHUACAN (U HAB),72,candidato,003
CULHUACAN CTM SECCION VII,CTM VII CULHUACAN (U HAB),80,candidato,003
CULHUACAN CTM SECCION IX-A,CTM V CULHUACAN (U HAB),72,candidato,003
CULHUACAN CTM SECCION VI,CTM VI CULHUACAN (U HAB),80,candidato,003
PUEBLO LA CANDELARIA,DE LA CANDELARIA (PBLO),83,candidato,003
CULHUACAN CTM SECCION V,CTM V CULHUACAN (U HAB),78,candidato,003
CULHUACAN CTM CANAL NACIONAL,CANAL NACIONAL (U HAB),77,candidato,003
EX EJIDO SAN PABLO TEPETLAPA,SAN PABLO TEPETLAPA (PBLO),84,candidato,003
CULHUACAN CTM SECCION PILOTO,PILOTO CULHUACAN (U HAB),80,candidato,003
CULHUACAN CTM SECCION III,CTM V CULHUACAN (U HAB),72,candidato,003
CULHUACAN CTM SECCION X-A,CTM V CULHUACAN (U HAB),72,candidato,003
CULHUACAN CTM SECCION  II,CTM V CULHUACAN (U HAB),72,candidato,003
CULHUACAN CTM SECCION  I,CTM IX CULHUACAN ZONA 29-30 (U HAB),72,candidato,003
VERGEL DEL SUR,PEDREGAL DEL MAUREL,66,no_match,003
BARRIO LA OTRA BANDA,DE LA CANDELARIA (PBLO),51,no_match,003
CACAMA,VILLA COYOACAN,50,no_match,003
PORTALES SUR,LOS GIRASOLES I,51,no_match,003
CIUDAD DE MEXICO,COLA DE PATO,50,no_match,004
MEXICO CITY,TEXCALCO,52,no_match,004
LOMA DE SAN PEDRO,LOMA DEL PADRE,70,candidato,004
MEXICO,TEXCALCO,57,no_match,004
LOCAXCO,TEXCALCO,53,no_match,004
LOMA DEL OCOTE,LOMA DEL PADRE,72,candidato,004
ROSA TORRES,COLA DE PATO,43,no_match,004
HUIZACHITO,AHUATENCO,52,no_match,004
4A. CERRADA DE JUAREZ,COLA DE PATO,42,no_match,004
GRANJAS NAVIDAD,NAVIDAD (GRANJAS DE NAVIDAD),69,no_match,004
PROLONGACION AVENIDA JUAREZ,ABDIAS GARCIA SOTO,40,no_match,004
BENITO JUAREZ,AGUA BENDITA,48,no_match,004
LAS MAROMAS,LAS LAJAS,70,candidato,004
CERRADA ARTEAGA Y SALAZAR,NAVIDAD (GRANJAS DE NAVIDAD),41,no_match,004
ALTAVISTA,LA VENTA,58,no_match,004
AVENIDA SANTA FE,CORREDOR SANTA FE,66,no_match,004
JUAN SALVADOR AGRAZ,PALO ALTO (GRANJAS),52,no_match,004
BOSQUES DE LA REFORMA,BOSQUES DE LAS LOMAS,82,candidato,004
CAMPESTRE PALO ALTO,PALO ALTO (GRANJAS),64,no_match,004
PRIVADA DE TAMARINDOS,LOMAS DE VISTA HERMOSA,46,no_match,004
SAN MIGUEL,MEMETLA,47,no_match,004
3A. CERRADA DE PROLONGACION JUAREZ,SAN JOSE DE LOS CEDROS I,48,no_match,004
COLORINES,CORREDOR SANTA FE,46,no_match,004
CONSTITUYENTE HECTOR VICTORIA,LOMAS DE VISTA HERMOSA,39,no_match,004
CAMINO ACOPILCO-HUIXQUILUCAN,SAN LORENZO ACOPILCO (PBLO),47,no_match,004
PRIVADA TLALOC,PALO ALTO (GRANJAS),48,no_match,004
CERRADA DE PROLONGACION ZARCO,COLA DE PATO,48,no_match,004
LOMAS DE BEZARES,BOSQUES DE LAS LOMAS,72,candidato,004
PROLONGACION 16 DE SEPTIEMBRE,LOMA DEL PADRE,46,no_match,004
MINA VIEJA,LA VENTA,55,no_match,004
SAN ANTONIO,SAN MATEO TLALTENANGO (PBLO),46,no_match,004
CUAJIMALPA DE MORELOS,SAN PEDRO CUAJIMALPA (PBLO),64,no_match,004
JUAREZ Y ZARCO,AHUATENCO,43,no_match,004
AVENIDA PUERTO MEXICO,PUERTO LAS CRUCES,52,no_match,004
AVENIDA DE LAS FLORES,BOSQUES DE LAS LOMAS,58,no_match,004
LOMA BONITA,LOMA DEL PADRE,53,no_match,004
CALLE JOSE MARIA CASTORENA,SAN JOSE DE LOS CEDROS I,48,no_match,004
CALLE DIVISION DEL NORTE,JESUS DEL MONTE,51,no_match,004
LOMAS DE TLAPEXCO,LOMAS DE MEMETLA,72,candidato,004
VASCO DE QUIROGA,COLA DE PATO,57,no_match,004
BOSQUE DE TEJOCOTES,BOSQUES DE LAS LOMAS,61,no_match,004
SAN FERNANDO,CORREDOR SANTA FE,48,no_match,004
PASEO DE LOS LAURELES,BOSQUES DE LAS LOMAS,58,no_match,004
CERRADA DE JUAREZ,COLA DE PATO,48,no_match,004
BAYONETA,LA VENTA,50,no_match,004
PASEO DE LOS TAMARINDOS,BOSQUES DE LAS LOMAS,55,no_match,004
COOPERATIVA PALO ALTO,PALO ALTO (GRANJAS),65,no_match,004
PROLONGACION PASEO DE LA REFORMA,BOSQUES DE LAS LOMAS,46,no_match,004
FEDERICO GARCIA LORCA,ABDIAS GARCIA SOTO,56,no_match,004
LA ROSITA,LA PILA,62,no_match,004
LA RETAMA,LA VENTA,70,candidato,004
LOMA DE LA PALMA,JARDINES DE LA PALMA (HUIZACHITO),81,candidato,004
EL MIRADOR,EL MOLINO,63,no_match,004
FRACCIONAMENTO CLUB DE GOLF BOSQUES,BOSQUES DE LAS LOMAS,66,no_match,004
AVENIDA MEXICO,LA VENTA,45,no_match,004
TALLER DE CAPSULAS,COLA DE PATO,53,no_match,004
VICTORIA,LA VENTA,37,no_match,004
NISPERO,AMADO NERVO,44,no_match,004
5A. CERRADA AVENIDA MEXICO,NAVIDAD (GRANJAS DE NAVIDAD),40,no_match,004
CARRETERA MEXICO-TOLUCA,CORREDOR SANTA FE,45,no_match,004
1A. CERRADA DE ZARCO,COLA DE PATO,50,no_match,004
CARRETERA AL OLIVO,PORTAL DEL SOL,50,no_match,004
ANTONIO ANCONA,COLA DE PATO,53,no_match,004
CERRADA CASTORENA,CORREDOR SANTA FE,47,no_match,004
CENTRO,EL CONTADERO,55,no_match,004
CERRADA ZARAGOZA,ABDIAS GARCIA SOTO,47,no_match,004
EL OCOTE,EL CONTADERO,70,candidato,004
ZEDEC SANTA FE,CORREDOR SANTA FE,72,candidato,004
546,ABDIAS GARCIA SOTO,0,no_match,004
CALLE AHUEHUETES,AHUATENCO,48,no_match,004
3900,ABDIAS GARCIA SOTO,0,no_match,004
CAMPESINOS,LAS TINAJAS,47,no_match,004
CERRADA DE CEDROS,SAN JOSE DE LOS CEDROS I,69,no_match,004
TEPOZANCO,TEPETONGO,66,no_match,004
PASEO DE LAS LOMAS,BOSQUES DE LAS LOMAS,80,candidato,004
PASEO DE LAS PRIMAVERAS,BOSQUES DE LAS LOMAS,60,no_match,004
LOMA FLORIDA,LOMA DEL PADRE,53,no_match,004
CARRETERA TOLUCA - MEXICO,CORREDOR SANTA FE,47,no_match,004
CALLE TAMAULIPAS,LAS LAJAS,48,no_match,004
CERRADA ANTONIO ANCONA,PALO ALTO (GRANJAS),43,no_match,004
PUERTO ANGEL,PUERTO LAS CRUCES,66,no_match,004
3 CERRADA MONTE ALTO,JESUS DEL MONTE,51,no_match,004
GRANJAS,LAS TINAJAS,55,no_match,004
CIRCUITO ESCOLAR,PUERTO LAS CRUCES,48,no_match,004
TALLER DE CASCOS,COLA DE PATO,50,no_match,004
FABRICA DE CARTUCHOS,LOMAS DE VISTA HERMOSA,47,no_match,004
LOMAS DE SANTA FE,LOMAS DE MEMETLA,72,candidato,004
AVENIDA STIM,LA VENTA,50,no_match,004
PROLONGACION LERDO,EL MOLINITO,48,no_match,004
CALLE CAMPANITAS,ADOLFO LOPEZ MATEOS,51,no_match,004
COAHUILA,LA PILA,53,no_match,004
AVENIDA SECRETARIA DE MARINA,NAVIDAD (GRANJAS DE NAVIDAD),50,no_match,004
FUERZA AERONAVAL,CRUZ BLANCA,44,no_match,004
SAN BARTOLO AMEYALCO,SAN MATEO TLALTENANGO (PBLO),50,no_match,004
LABARO PATRIO,COLA DE PATO,56,no_match,004
2A. CERRADA PROLONGACION LERDO,PALO ALTO (GRANJAS),40,no_match,004
EXPLOSIVOS,EL MOLINO,52,no_match,004
ARMADA DE MEXICO,AMADO NERVO,51,no_match,004
BOSQUE DE RADIATAS,BOSQUES DE LAS LOMAS,68,no_match,004
CERRADA DE EXPLOSIVOS,LOMAS DE VISTA HERMOSA,55,no_match,004
INFANTERIA DE MARINA,LOMAS DE VISTA HERMOSA,52,no_match,004
FABRICA DE PROYECTILES Y MORTEROS,SAN JOSE DE LOS CEDROS I,49,no_match,004
TALLER DE BALAS,LOMAS DE MEMETLA,58,no_match,004
6 DE ENERO,AMADO NERVO,57,no_match,004
TREN DE TRANSPORTE,PORTAL DEL SOL,50,no_match,004
CAMINO DE HILA,LOMAS DEL CHAMIZAL,62,no_match,004
ESTADO DE MEXICO,1O DE MAYO,53,no_match,004
LA MANZANITA,MANZANASTITLA,72,candidato,004
